LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
235406,1,1,2,33,0,0,0,0,0,0,31808,37086,22438,21055,16383,7323,1167,1856,3543,3046,2011,142,0
160000,2,2,1,40,-1,-1,-1,-1,-1,-1,671,671,671,671,1167,1842,671,671,671,671,1492,0,0
235404,1,1,2,32,0,0,2,0,0,0,5484,4214,2741,3440,3341,3228,1251,3,200,1000,1000,1000,0
237133,2,3,2,28,0,0,0,0,0,0,1830,4777,7681,12519,15299,15905,2811,3000,5000,3000,1000,16924,0
23912,1,2,2,30,1,2,2,0,0,2,24895,17382,22796,22719,20314,19704,1500,0,1700,2700,0,600,1
20000,1,2,2,24,0,-1,-1,-1,-1,-1,3077,390,0,944,0,780,1143,0,780,1,780,0,0
140000,1,2,2,26,1,-1,-1,-1,0,0,0,850,47829,66397,109468,98675,850,1855,66397,2038,2000,15000,0
140000,2,2,2,27,-1,-1,-1,-1,-1,-1,1186,4215,390,390,6580,0,4000,390,390,6580,0,780,0
400000,2,2,2,41,-2,-2,-2,-2,0,-2,43672,678,330,330,330,330,678,1856,330,330,330,330,1
50000,1,3,1,51,0,0,-2,-2,-2,0,27315,0,172,0,0,170,0,7,0,0,0,174,1
210000,2,3,2,30,0,0,0,2,2,2,99799,47107,50999,106675,32541,54404,2150,5000,2020,0,7281,2476,0
50000,1,1,2,23,-1,-1,-1,-1,-1,-1,980,3413,1068,1386,2800,3696,2808,11000,2000,2000,6396,2460,0
82340,1,3,1,49,0,0,0,0,0,0,82214,74983,123692,68808,68769,68955,2659,2656,2372,2360,2717,2759,0
160000,1,3,2,27,1,2,0,0,0,0,80166,34775,34073,15676,99436,90927,0,5124,1800,90000,3300,3400,1
20000,1,2,2,25,1,2,0,0,0,0,27411,17041,18437,22767,19696,49119,0,1856,1200,1000,7278,4218,0
70000,2,1,1,39,0,0,0,0,0,2,40466,41805,42520,106961,46664,47341,2805,1859,1567,5073,1600,2000,1
500000,2,1,1,49,0,0,0,0,0,0,435737,421983,414453,422168,423674,280634,20157,6908,13596,14454,33720,12284,0
130000,2,2,2,30,-1,-1,-1,-1,-1,-1,71417,1583,4534,776,1168,165,1583,1000,1291,776,776,12184,1
100000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,0,0,960,960,1194,0,0,960,0,992,379,0
82348,2,2,2,34,0,0,0,0,-2,-2,41379,24462,15720,0,981,0,3057,1047,0,66,0,0,0
30000,2,1,2,24,-1,-1,-1,0,0,0,7630,1479,18860,9469,5660,792,1479,6850,12,4710,0,7153,0
235406,2,2,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,2,1,2,24,0,0,0,0,0,0,69158,73712,68831,61534,25914,31962,8149,2214,5904,5542,37337,5000,0
20000,1,3,2,49,0,0,0,0,0,-1,86556,19609,-391,26208,12223,2110,1140,160,20394,347,2110,12996,0
400000,2,3,1,39,0,0,0,0,0,0,89730,141985,90065,83747,85487,98875,4000,6207,3327,3000,4000,4000,0
82348,2,2,2,30,0,0,0,0,2,2,104653,37973,56585,77520,32541,31967,2811,3085,3623,0,3158,0,0
50000,1,1,2,26,0,0,0,0,0,0,43226,19278,18403,22731,32524,17934,1300,1300,1300,1000,1000,1000,0
360000,1,3,2,33,-2,-2,-2,-2,-2,-2,0,320,171,0,0,0,2449,0,0,1,0,178,0
20000,2,1,2,27,-1,0,0,0,-1,-1,15037,8842,6653,2946,1186,438,1111,1009,519,35898,416,831,0
82351,1,1,2,40,0,0,0,2,0,0,10934,17043,16567,26178,13057,14337,2811,1857,0,3000,1038,0,0
210000,2,2,1,39,0,0,0,0,0,0,73487,75456,86171,87895,89022,90868,2811,13000,3081,3217,2719,2478,0
120000,1,2,2,32,0,0,0,0,0,0,113650,105592,105428,76543,144089,74115,3999,6025,3069,5076,7080,3112,0
82346,2,1,2,29,3,2,0,0,2,0,87791,85548,85391,50605,49666,50689,0,2500,8140,0,2000,2000,1
30000,1,2,2,24,0,0,0,0,0,0,6530,8864,10062,9623,11262,13716,1500,1500,1291,1500,1500,1215,1
235408,1,2,2,39,-2,-2,-2,-2,-2,-2,243,536,0,495,0,0,536,0,495,0,0,546,0
27388,1,1,2,27,0,0,0,0,0,0,27314,34055,32644,29645,32533,244,1236,3071,1384,1047,12,0,0
230000,2,2,1,33,0,0,2,-1,0,0,9530,12872,3724,104279,14788,21258,7000,0,153400,8000,10000,5731,0
110000,1,3,2,49,0,0,0,0,0,0,104339,112775,123679,48532,32541,47869,4915,4379,12466,5000,5307,5000,0
23927,2,2,2,23,0,0,0,0,0,0,27312,20259,22500,16467,15746,418,2900,1632,577,352,906,194,0
30000,2,1,2,24,2,2,0,0,0,0,27349,23244,22540,25871,26143,26724,0,2000,3000,1000,1000,3500,1
450585,2,1,1,48,-1,2,2,-2,-1,0,1908,1442,8162,-1010,3332,331,0,8513,5,4903,313,27886,0
360000,2,1,1,32,0,0,0,0,0,0,16039,20396,22413,13874,32544,31951,5000,2000,5019,2000,2500,5740,0
360000,1,3,2,34,0,0,0,0,0,0,354174,301286,258122,255309,233946,235916,15000,6913,9225,5073,8369,9000,0
50000,1,1,2,25,0,0,0,0,0,2,19456,20486,21241,22800,32308,22756,1645,1400,900,2000,0,2478,0
457428,1,2,2,28,0,0,0,0,0,0,22872,23309,46405,22045,32529,27887,2797,2000,1284,1116,2000,2477,0
82357,1,3,2,32,0,0,0,2,2,2,34904,37007,43761,41105,44090,48914,3000,9616,0,4000,2196,2000,1
150000,1,2,2,35,0,0,0,-1,-1,-1,4301,9501,12865,817,1095,1393,4000,5064,821,1128,58939,3796,1
70000,2,1,2,30,1,2,2,2,2,2,52204,53250,49222,106991,55666,56839,2363,1983,0,4206,2200,0,1
300000,2,2,1,29,0,0,0,0,0,0,321155,317259,313600,309670,305660,280511,11369,7166,11216,5073,11090,35189,1
235406,1,1,2,25,-1,0,-1,-1,0,0,6087,-1779,19108,2199,10856,0,1139,6898,2199,10000,1,9867,0
30000,2,1,2,28,2,2,4,4,4,4,37,331,951,37,37,1213,0,0,0,0,0,211,0
180000,1,1,2,28,-1,-1,-1,-1,-1,-1,9796,1065,3866,6019,6770,9282,500,3866,6054,5073,7622,0,0
30000,2,2,1,53,0,0,0,0,0,0,26891,28151,28827,22729,26199,27116,2000,1856,1000,1000,1351,1000,0
320000,2,1,1,50,-2,0,-2,-2,-2,-2,6426,-4,816,30026,49154,1299,9012,824,31144,56024,2610,1833,0
80000,1,4,2,30,0,0,0,-2,-2,-2,104672,13943,0,0,69,0,5009,0,0,35,35,0,0
258727,1,1,2,33,0,0,2,-2,-2,-1,27903,9771,0,58981,23702,46093,9108,8,24683,752,30002,1056,0
82361,1,2,1,27,0,0,0,0,0,0,70482,142329,123694,59949,54029,48170,2811,2337,1291,1606,908,620,0
70000,1,3,2,26,0,0,2,0,0,0,64494,69272,62196,106999,32950,98864,5916,10,2315,5021,2717,2000,1
90000,2,2,1,24,0,0,0,0,0,0,28329,37975,22441,29710,29700,0,1800,1858,920,1102,4014,0,0
130000,2,1,2,24,0,0,0,0,0,0,104726,58035,47313,44568,32520,98617,5000,5000,8143,5000,5000,5000,0
120000,2,2,2,29,0,0,0,0,0,0,61470,63335,123696,68928,70041,98879,2811,3500,3500,1902,2091,3000,0
20000,1,1,2,22,0,0,0,0,0,0,3281,4227,5341,9628,6756,9280,1140,1852,1294,1125,1000,1000,0
90000,2,2,2,28,2,0,0,0,2,0,48177,49563,47750,102264,32541,47519,2500,2500,3700,0,2716,1800,1
200000,2,4,1,38,0,0,0,0,0,0,103138,142329,123387,107000,75285,98880,2811,4000,4000,5073,13000,35438,0
235382,1,2,2,38,-1,-1,0,0,0,-1,8788,40927,28306,31578,21195,11776,40970,1210,10015,10009,11783,110306,0
50000,2,2,1,48,0,0,0,0,0,0,44324,43053,49210,15386,31401,16573,2811,1941,2000,1000,2718,1500,0
65594,2,2,1,48,0,0,0,0,0,0,79640,142301,73547,106909,46454,41906,3017,1856,2010,2035,2726,3045,0
64232,2,3,1,44,0,0,0,0,-1,-1,7234,4772,12782,3818,15451,4058,1139,2000,2023,4102,4448,7274,0
330000,2,1,1,34,0,0,-1,-1,0,0,21576,78426,22806,89851,86005,121319,9222,46667,89851,4990,37807,100000,0
82309,2,2,2,23,0,0,0,0,0,0,105057,47910,32842,22729,19403,19536,15000,2024,5004,1000,1000,177,0
235410,2,1,2,29,1,-1,-1,-1,-1,-1,55788,8360,4897,4565,19468,0,8394,4927,3384,19561,0,2475,0
30000,2,2,1,38,-1,-1,2,-1,0,0,2828,4868,3963,70152,4026,675,2811,16,4527,675,0,1015,0
60000,2,1,2,37,1,-2,-1,-1,-2,-1,0,321,4110,-327,0,11688,0,1968,1,0,11688,0,0
220000,1,1,2,35,-1,0,0,-2,-2,-2,53419,37969,0,0,0,0,54690,46,0,0,0,0,0
50000,1,1,2,30,1,-1,0,-1,-1,-1,-45,559,163,873,63,3280,1000,0,500,4659,15471,500,1
120000,2,3,2,50,2,0,-1,0,0,0,149301,149540,123695,120047,100637,98618,3000,125000,4065,4000,3000,3000,1
235407,2,1,2,32,0,0,0,0,0,0,35064,38195,39233,106400,42996,46319,4000,2000,2000,4000,4000,5737,0
82873,2,3,1,47,0,0,0,0,0,0,84195,86795,88884,82163,32536,22029,2811,4400,3566,7694,911,1000,0
160000,2,3,1,37,-1,-1,-1,-1,-1,-1,1136,362,0,316,1167,166,282,0,316,1293,1,189,0
235404,1,1,1,41,1,2,2,2,2,0,103908,140742,119314,120882,117450,120398,8446,5100,8119,0,5000,3873,1
390000,2,1,1,36,-2,-2,-2,-2,-2,-2,8040,7818,8051,-5,1965,3088,7857,8091,0,990,3108,8486,0
200000,2,3,1,39,0,0,0,0,0,0,145687,142327,144315,106850,124688,98861,7627,4631,8142,5033,7284,5125,0
82312,1,2,2,25,1,2,0,0,0,0,15491,15934,17168,22876,18751,19760,1000,1500,1500,1703,952,180,1
80000,2,1,2,25,0,0,0,0,0,0,53685,37679,20694,25435,30510,36101,3291,5694,5435,5510,6101,5740,0
80395,2,3,2,30,2,0,0,2,0,0,31285,30275,26633,22344,15794,19496,3000,2149,0,4532,4500,4500,0
50000,1,3,2,58,0,0,0,0,0,0,7556,35213,6959,7725,3804,3169,1140,1048,163,135,151,674,0
200000,1,1,1,43,-2,-2,-2,-2,-2,-2,3005,4709,7544,9409,57023,2770,4709,6900,9497,57023,2735,2455,0
461601,1,1,2,27,-1,0,0,0,0,0,104739,142328,58665,106958,72069,61925,2924,3687,1291,37056,2733,1522,0
50000,2,1,2,25,0,2,0,0,0,0,6624,1760,2640,1760,880,1910,0,1760,0,0,1910,3398,1
461594,2,1,1,35,0,0,0,0,0,0,128808,133340,133075,109705,111202,116169,10000,5000,5000,5073,7282,10000,0
235408,2,2,2,29,-2,-2,-2,-2,-2,-2,2548,12020,2539,1588,0,5794,12082,2539,2250,0,2722,171,0
310000,1,2,1,36,0,0,0,0,0,0,52191,36758,29180,22426,18592,14976,3012,5000,1287,5000,5000,3000,0
40000,2,1,2,30,-1,-1,0,0,0,-1,29716,14163,30107,31567,30149,31309,14163,20000,2967,3000,31749,0,1
82253,2,1,2,23,-1,-1,-1,0,0,0,6739,0,8472,9400,3245,166,0,8472,0,0,0,9038,0
235423,1,1,2,30,0,0,0,0,0,0,104720,127014,123677,106987,168338,98879,6112,4202,4200,4200,5000,4200,0
240000,1,1,1,38,1,-1,-1,-1,0,0,-25,4214,2223,22676,4367,382,4103,1879,55576,100,0,1101,0
430000,2,2,2,51,0,0,0,0,0,0,416090,422898,320261,106978,363553,280570,9066,20015,8139,14015,13010,35478,0
450000,1,1,1,30,-2,-2,-2,-2,-2,-2,-9,1844,0,0,0,0,1853,7,0,2,0,0,1
86679,1,3,1,67,2,2,2,2,3,2,16918,16669,19944,22915,23472,23016,2811,403,3260,1000,1,2286,1
160000,2,2,1,32,0,0,0,0,0,0,18400,18699,26919,29801,40433,51329,10000,6906,15021,15000,20000,20000,0
80000,2,2,2,30,1,2,2,2,2,2,54033,37974,49254,55201,70032,70582,0,6955,0,15000,2716,175,0
210000,2,1,1,46,-1,-1,-1,-1,-1,-1,38565,41986,21874,20076,16171,25675,41986,48351,20076,16171,586,19777,0
270000,2,1,1,41,-1,-1,-1,-1,-1,-1,1278,6739,3564,910,1898,0,0,3568,1093,1117,160,2605,0
69747,2,2,2,24,-2,-2,-2,-2,-2,-2,1082,2731,757,876,3551,0,2731,2045,1307,3551,0,13460,0
50000,1,2,2,30,0,0,0,0,0,0,37699,35203,22523,22729,12173,9286,2000,2000,1150,2000,1000,1000,0
180000,2,2,1,33,-1,-1,-1,0,0,0,227,0,174,1974,3462,4114,0,1890,1800,2600,2000,3500,0
150000,1,1,1,31,-1,-1,-1,-1,-2,-2,510,862,780,0,-22,0,74,780,29,0,0,0,0
150000,1,1,2,32,0,0,0,0,0,0,27312,37973,58228,38495,35807,31952,9632,10000,3364,15838,10000,7780,0
23930,2,1,2,30,0,0,0,0,0,0,27315,18362,19669,22753,17956,17334,1333,1640,1506,721,1000,1008,0
360000,1,1,2,25,-1,-1,-1,0,0,-1,586,14074,5672,5084,3355,3376,9048,5672,0,4602,1646,3875,0
420000,1,1,2,32,0,0,0,2,0,0,104813,142279,123531,87076,69728,57771,9061,14000,0,1837,2712,144204,0
235438,2,2,2,30,-2,-2,-2,-2,-2,-2,0,543,641,869,2019,940,0,641,1645,1432,0,0,0
20000,2,2,1,30,0,0,0,0,0,0,7472,9304,9369,9540,5990,9275,2000,1857,1585,1395,338,2164,0
120000,1,2,1,39,-1,2,0,0,0,-1,4936,2476,5696,1762,1381,1061,1,5696,0,1381,41598,1011,1
10000,1,1,2,51,-2,-2,-2,-1,0,0,-2,613,-2603,14274,9422,14251,0,0,10500,20444,970,1000,0
320000,2,3,1,42,0,0,2,2,0,0,393508,318844,324589,320622,252323,253557,4132,10000,450,7025,7161,8000,1
50000,1,3,1,23,0,0,0,0,0,0,43087,38613,22541,22727,19003,-317,2100,3260,1294,1000,0,16628,1
20000,2,3,2,51,2,0,0,0,2,2,27476,12945,22597,15730,15183,17916,1139,1542,2300,21,1400,1864,1
50000,1,1,2,26,-2,-2,-2,-2,-2,-2,233,0,0,0,0,167,0,5,0,0,0,0,0
235431,2,2,1,45,0,0,0,0,0,0,169625,142329,169829,106991,168277,127643,6081,6336,5205,4452,7283,4677,0
60000,1,2,1,57,0,0,0,0,0,0,59617,47807,35136,34163,27197,26528,2811,3000,5005,2000,4001,2476,0
235406,2,1,1,30,0,0,0,0,0,0,104722,63187,58719,60737,63593,82202,8007,1856,3000,4000,20000,8000,0
240000,1,1,1,39,2,2,-2,-2,-2,-2,2500,0,0,0,1082,167,0,0,0,0,0,188,1
110000,1,1,2,30,0,0,0,0,0,0,58301,57861,48925,47743,45654,31952,2811,2191,1525,4405,962,2478,0
200000,2,1,1,41,-2,-2,-2,-2,-2,-2,7812,570,204,1115,0,0,0,0,1115,0,0,0,0
70000,1,3,1,42,0,0,2,2,2,2,26550,28208,22707,30670,31133,31965,2400,1856,2820,1100,1500,1300,0
80000,2,2,2,23,0,0,-1,0,0,0,80715,82687,80613,80671,72785,98316,5000,48555,1324,2600,2696,2812,0
160000,2,1,1,37,-1,-1,-1,-1,-2,-2,3089,330,21765,0,67,0,0,6946,0,0,0,234,0
235409,1,1,1,37,0,0,0,0,0,0,104717,167536,123661,106985,105523,45258,6900,6902,8800,5073,2100,35525,1
50000,1,1,1,33,0,0,2,0,0,0,40505,46745,35047,98579,45470,4220,9036,0,1543,155,981,175,0
82348,2,2,1,37,3,2,0,0,0,0,102750,200,42200,106938,42000,178,0,42000,200,2263,0,0,0
220000,1,1,1,41,-1,-1,0,-1,-1,-1,30262,37068,22412,9884,4090,6108,37092,10071,9884,4090,6108,19933,0
340000,2,1,2,29,-1,-1,-1,2,-2,0,2688,9191,12411,9119,57280,23093,9069,27174,10,29047,6153,2477,0
360000,2,1,2,43,1,-1,-1,-1,-1,-1,0,7221,192,0,3550,2511,7221,1856,0,3550,2511,6895,0
50000,1,2,1,33,2,0,0,-1,-1,0,42923,42803,1473,1047,1573,3967,2811,1473,390,1573,0,780,0
390000,2,2,2,48,0,0,0,0,0,0,171189,176989,178698,182101,168325,98171,9059,7434,8004,5073,6000,10000,0
68007,2,3,2,44,4,3,2,2,7,7,2646,4215,2741,5044,2646,2646,124,0,0,3,0,217,0
236001,1,2,1,30,0,0,0,0,0,0,351890,142330,123676,236027,221443,198031,11000,8607,8000,5075,8476,10000,0
60000,2,2,1,57,0,0,0,0,0,0,20866,22131,22685,24938,32542,28862,2000,2000,3630,926,7280,0,0
60000,2,2,2,48,2,3,2,3,2,2,60717,59183,62075,60501,61808,60668,0,6780,0,2400,137,2200,1
220000,2,2,1,44,2,2,0,0,0,0,195375,185993,184568,168683,158742,43690,0,8304,7356,5300,7283,5681,0
150000,2,2,1,34,1,2,2,0,0,0,147833,148066,123692,135075,167768,135165,6130,6,4610,5000,5000,3760,0
235399,2,2,2,29,-1,-1,-2,-2,-2,-2,4184,0,0,0,99,165,0,0,0,0,0,0,0
82348,2,2,1,45,0,0,0,0,0,0,79552,142279,80966,79295,81142,98827,3130,3107,2847,3134,2719,2477,0
82520,1,2,1,35,0,0,0,2,0,0,8348,9678,12702,60657,12701,13839,1476,1854,0,1000,1500,214,1
500000,2,1,1,44,0,0,0,0,0,-1,98358,142178,58508,57855,134,11421,11063,49019,8140,0,11421,175,0
235503,1,1,2,33,0,0,0,-1,-1,-1,104728,39451,20027,15000,14958,-42,9024,1104,15000,14958,0,174,0
461518,1,2,2,46,0,0,-1,0,0,0,13694,960,354716,106996,368484,272182,510,358689,15066,14126,13065,12908,1
20000,2,2,2,38,-1,0,0,3,2,2,3527,4281,5867,5495,5126,4352,1241,1900,0,0,1000,0,1
140000,1,1,2,29,-1,-1,2,0,0,-1,6963,2304,8417,652,326,194,2811,14,0,7,1052,652,1
235917,2,2,2,46,0,0,0,0,0,0,162110,156444,123696,151377,168340,149628,6000,7241,7000,6000,7284,5740,0
10000,1,2,1,44,0,0,2,0,0,0,6696,9080,8794,9326,9604,9800,2809,0,1192,0,196,0,0
110000,2,2,1,45,0,0,0,0,0,0,28732,37234,37341,38208,39121,39785,1587,1694,1290,1474,1370,1514,0
140000,2,1,1,38,0,0,0,0,0,0,27234,37635,26276,26847,21713,31955,1139,12000,915,1125,791,821,0
130000,2,3,1,52,0,0,2,0,0,0,104411,51562,47928,107000,42704,2552,4600,0,1500,0,2717,651,0
80000,2,1,2,27,-1,3,2,2,2,0,2703,1948,1770,89409,2946,2844,19,14,1400,0,57,809,0
235410,2,2,2,39,-2,-2,-2,-2,-2,-2,2880,0,184,0,2894,210,33,3453,0,5504,210,2595,0
234474,2,2,2,29,-1,-1,-1,-1,-1,-1,18858,11056,3909,3972,3803,4254,11056,3916,3506,4128,4254,9223,0
20000,1,2,2,23,0,0,0,0,0,0,10478,11193,12207,14402,16526,20929,1193,1207,2402,2399,5000,176,0
120000,2,1,2,39,-1,-1,-1,-1,-1,-1,32050,3872,52150,2740,4626,802,3872,52150,8109,4626,802,0,0
120000,2,2,1,35,-1,-1,2,2,2,2,19511,11837,9754,22806,32404,31576,9886,0,20000,0,10000,0,0
80000,1,1,1,46,2,2,2,2,2,2,40509,37966,42592,43296,43892,31952,1000,2825,8020,1600,0,3500,0
240000,2,1,1,33,-1,0,0,0,0,0,30973,32008,32889,33410,34327,34500,1142,1418,1291,1193,690,182,0
56667,2,1,2,37,2,2,2,2,2,2,600,600,600,600,600,230,1,0,0,0,0,319,1
520000,2,1,2,35,0,0,0,0,0,0,57536,60912,56728,106952,70032,54152,5000,7000,5000,5004,5000,5000,0
23901,1,3,2,23,0,0,0,0,0,0,19812,20388,19145,20124,20127,20150,1139,1330,1309,702,719,1008,0
350000,2,1,2,29,0,0,0,0,0,0,42518,35959,24540,22187,12900,7938,1740,1000,452,448,2000,8206,0
20000,2,2,2,24,0,0,0,2,0,0,17372,17859,20567,19928,18711,20085,1500,1868,0,1000,1000,266,0
100000,2,3,2,58,0,0,0,0,0,0,27311,44686,45634,46576,47519,51404,2000,2000,2000,5073,5000,35207,0
50000,1,3,2,47,0,0,0,0,0,0,44681,34671,46658,44441,18559,17781,2100,2009,1291,1274,1000,1000,0
230000,1,2,2,36,2,2,2,2,2,0,177917,142066,185074,187053,176805,180826,8000,8000,6500,0,7282,6500,0
310000,2,1,2,26,0,0,0,0,0,0,27283,28286,29427,29548,32541,30532,1140,1600,1607,898,1742,1253,0
81619,2,3,2,30,-1,-1,-1,-1,-1,-1,1876,1876,2742,1876,1167,1903,1876,1876,1876,5129,1876,2229,1
82336,1,1,2,24,0,0,0,0,0,0,77225,142328,123694,56023,47582,48039,3649,2502,2205,1702,1800,1908,0
30000,2,2,1,27,0,0,2,0,0,0,27347,31402,30047,30869,32538,31945,5500,0,3000,1773,3000,3000,0
200000,2,3,1,36,0,0,0,0,0,0,167385,171476,175956,171340,177236,181978,8000,8045,8000,8000,7000,18000,0
23880,1,2,3,33,0,0,0,2,2,-2,18706,6676,22182,18828,0,0,1139,3081,0,0,10,0,1
235419,2,1,1,53,-1,-1,-2,-2,-2,-2,6546,0,0,4,128,0,0,0,2,0,0,0,0
200000,2,3,1,29,0,0,0,0,0,0,203621,203424,199728,195609,131981,131294,7464,6899,8143,4602,4900,4726,0
500000,1,1,1,36,-1,-1,-1,0,0,0,396,1043,19230,107000,194483,195454,1043,7051,100062,13206,10000,40000,0
180000,2,1,1,30,0,0,0,0,0,0,14445,15404,22444,22719,22902,15373,1500,6516,7780,5075,3500,5620,0
260000,1,1,2,35,1,2,0,0,2,0,149124,141266,148332,160810,155683,158771,0,6955,16502,1,5847,5873,1
90000,2,1,2,30,0,0,0,2,2,2,27313,34178,36133,104397,32541,39725,2000,2500,3308,0,3000,2000,1
380000,2,3,1,46,1,-1,-1,-1,-1,-1,0,827,224,3977,0,2062,47,224,4034,220,2062,0,0
80000,2,1,1,45,0,0,0,0,0,0,77402,141007,93623,106990,70037,89893,2900,3600,10002,1754,4140,3795,0
