LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
130000,2,2,2,34,-1,-1,-1,-1,0,-1,99727,1583,105610,776,43377,92682,1583,1000,4425,776,776,12184,1
100000,2,1,2,34,-2,-2,0,-2,-2,-2,0,0,0,960,960,92672,0,0,960,0,3876,379,0
202663,2,2,2,34,0,0,0,0,0,0,41379,24462,15720,0,43656,0,3057,1047,0,4782,0,0,0
30000,2,2,2,24,-1,-1,0,0,0,0,99701,1479,18860,105026,5660,92662,1479,4108,4451,4710,0,7153,0
202881,2,2,2,34,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,4788,0,0,0
230000,2,1,2,24,0,0,0,0,0,0,69158,73712,68831,61534,25914,92804,8149,2214,5904,5542,3918,5000,0
20000,2,3,2,49,0,0,0,0,0,-1,99766,19609,-391,105003,12223,2110,3889,160,20394,347,2110,12996,0
400000,2,2,2,34,0,0,0,0,0,0,99991,131588,105821,83747,85487,92616,4000,4062,4439,3000,4000,4000,0
202348,2,2,2,34,0,0,0,0,2,2,99863,131618,56585,77520,43135,92538,3894,3085,3623,0,3158,0,0
50000,1,1,2,26,0,0,0,0,0,0,43226,19278,18403,104994,43425,17934,1300,1300,1300,1000,1000,1000,0
360000,2,3,2,33,-2,-2,-2,-2,-2,-2,0,131502,105837,0,0,0,3881,0,0,4789,0,4209,0
20000,2,1,2,27,0,0,0,0,-1,-1,99684,8842,6653,2946,1186,92582,1111,1009,4421,4783,416,831,0
202595,1,1,2,40,0,0,0,2,0,0,10934,131643,16567,104987,13057,92793,3925,4068,0,3000,3912,0,0
210000,2,2,1,34,0,0,0,0,0,0,73487,75456,86171,87895,89022,90868,3861,13000,3081,3217,3910,4239,0
120000,2,2,2,32,0,0,0,0,0,0,113650,105592,105428,76543,144089,74115,3999,6025,3069,4786,3921,3112,0
202290,2,1,2,29,3,2,0,0,2,0,87791,85548,85391,50605,49666,50689,0,2500,4498,0,2000,2000,1
30000,1,2,2,34,0,0,0,0,0,0,99681,8864,10062,105021,43474,13716,1500,1500,4480,1500,1500,4228,1
203268,2,2,2,34,-2,-2,-2,-2,-2,-2,99544,536,0,495,0,0,536,0,495,0,0,546,0
203022,1,2,2,27,0,0,0,0,0,0,99868,34055,32644,29645,43234,92762,3888,3071,1384,1047,3964,0,0
230000,2,2,1,33,0,0,2,-1,0,0,9530,12872,3724,105012,14788,21258,7000,0,153400,8000,10000,4242,0
110000,2,3,2,49,0,0,0,0,0,0,99833,112775,105533,48532,43486,47869,4915,4379,12466,5000,5307,5000,0
202732,2,2,2,23,0,0,0,0,0,0,99779,20259,105449,16467,15746,92709,2900,4125,577,4779,3960,4217,0
30000,2,1,2,24,2,2,0,0,0,0,99830,23244,105385,25871,26143,26724,0,2000,3000,1000,1000,3500,1
202626,2,1,1,48,-1,2,0,0,-1,0,1908,1442,8162,-1010,3332,331,0,8513,4461,4903,313,4254,0
360000,2,1,1,32,0,0,0,0,0,0,16039,20396,105138,13874,43393,92570,5000,2000,5019,2000,2500,4228,0
360000,1,3,2,34,0,0,0,0,0,0,99675,301286,258122,255309,233946,235916,15000,4071,9225,4784,8369,9000,0
50000,1,1,2,25,0,0,0,0,0,2,19456,20486,21241,105027,43743,22756,1645,1400,900,2000,0,4244,0
202203,2,2,2,28,0,0,0,0,0,0,22872,23309,105343,104986,43439,27887,3880,2000,4493,4787,2000,4229,0
202978,2,2,2,32,0,0,0,2,2,0,34904,37007,105404,41105,44090,48914,3000,4119,0,4000,3941,2000,1
150000,1,2,2,35,0,0,0,-1,0,-1,4301,131518,12865,817,1095,1393,4000,5064,821,4785,3921,3796,1
70000,2,2,2,34,1,2,0,2,2,2,52204,53250,105423,104941,55666,56839,3911,1983,0,4206,2200,0,1
300000,2,2,2,29,0,0,0,0,0,0,321155,317259,313600,309670,305660,92707,11369,4097,11216,4786,11090,4220,1
202408,2,1,2,25,0,0,-1,-1,0,0,6087,131789,105680,2199,10856,0,3910,4096,2199,10000,3928,9867,0
30000,2,1,2,28,2,2,4,4,4,4,37,131515,105530,37,37,92590,0,0,0,0,0,4209,0
180000,1,1,2,28,0,0,-1,0,-1,-1,9796,131698,3866,6019,43565,92824,500,3866,4427,4784,7622,0,0
30000,2,2,1,53,0,0,0,0,0,0,26891,28151,28827,104975,26199,27116,2000,4173,1000,1000,1351,1000,0
320000,2,1,2,50,-2,0,-2,-2,-2,-2,6426,-4,816,30026,49154,1299,3851,824,31144,4781,2610,1833,0
80000,2,4,2,30,0,0,0,-2,-2,-2,99581,13943,0,0,43404,0,5009,0,0,4784,3879,0,0
203018,1,1,2,33,0,0,2,0,0,0,99724,9771,0,104979,23702,46093,3916,4149,24683,752,30002,1056,0
202825,1,2,1,27,0,0,0,0,0,0,70482,131663,105233,59949,54029,48170,3895,2337,4448,1606,3923,620,0
70000,1,2,2,26,0,0,2,0,0,0,64494,69272,62196,105005,43506,92875,5916,4112,2315,4782,3918,2000,1
90000,2,2,1,24,0,0,0,0,0,0,28329,131346,105181,29710,29700,0,1800,4107,920,1102,4014,0,0
130000,2,1,2,34,0,0,0,0,0,0,99749,58035,47313,44568,43324,92752,5000,5000,4479,5000,5000,5000,0
120000,2,2,2,29,0,0,0,0,0,0,61470,63335,105292,68928,43719,92742,3929,3500,3500,1902,2091,3000,0
20000,2,2,2,22,0,0,0,0,0,0,3281,131466,5341,104959,43359,92759,3918,4141,4459,4787,1000,1000,0
90000,2,2,2,28,0,0,0,0,0,0,48177,49563,47750,104948,43678,47519,2500,2500,3700,0,3963,1800,1
200000,2,4,2,34,0,0,0,0,0,0,103138,131803,105781,105026,75285,92856,3906,4000,4000,4791,13000,4250,0
202692,1,2,2,34,-1,-1,0,0,0,-1,8788,40927,28306,31578,21195,11776,40970,1210,10015,10009,11783,110306,0
50000,2,2,1,48,0,0,0,0,0,0,44324,43053,106206,15386,31401,16573,3871,4086,2000,1000,3966,1500,0
202966,2,2,1,48,0,0,0,0,0,0,79640,131326,73547,105005,46454,41906,3017,4119,2010,2035,3933,3045,0
202440,2,3,1,34,0,0,0,0,-1,-1,7234,4772,105318,3818,43455,4058,3910,2000,2023,4102,4448,7274,0
330000,2,1,1,34,0,0,-1,-1,0,0,21576,131818,105800,89851,86005,121319,3886,4055,89851,4787,3913,100000,0
202588,2,2,2,23,0,0,0,0,0,0,99764,47910,32842,105002,19403,19536,15000,2024,5004,1000,1000,4236,0
203061,2,1,2,29,1,-1,-1,0,-1,-1,55788,8360,4897,104977,19468,0,8394,4927,4495,19561,0,4225,0
30000,2,2,1,34,0,-1,2,-1,0,0,2828,4868,3963,105002,43318,675,3899,16,4527,675,0,1015,0
60000,2,1,2,34,1,-2,-1,0,-2,-1,0,131675,105338,105021,0,11688,0,4084,4486,0,11688,0,0
220000,1,1,2,35,-1,0,0,-2,-2,0,53419,131581,0,0,0,0,3931,4163,0,0,0,0,0
50000,1,1,2,34,0,-1,0,-1,0,-1,-45,559,163,105000,43114,92671,1000,0,500,4778,3918,500,1
120000,2,3,2,50,2,0,-1,0,0,0,149301,149540,105415,120047,100637,92715,3000,125000,4065,4000,3000,3000,1
202893,2,1,2,32,0,0,0,0,0,0,35064,38195,39233,105015,42996,46319,4000,2000,2000,4000,4000,4219,0
202676,2,3,1,47,0,0,0,0,0,0,84195,86795,88884,82163,43367,22029,3942,4400,3566,7694,3926,1000,0
160000,2,2,1,37,0,-1,-1,-1,-1,-1,99856,131795,0,316,43982,92869,3893,0,316,4783,3956,4242,0
202968,1,1,2,41,1,0,2,2,0,0,99795,131517,119314,120882,117450,120398,3915,5100,4490,0,5000,4243,1
390000,2,1,1,36,-2,0,0,-2,0,0,8040,7818,8051,-5,1965,3088,7857,8091,0,990,3108,8486,0
200000,2,3,1,34,0,0,0,0,0,0,145687,131551,144315,105021,124688,92718,7627,4631,4475,5033,3913,5125,0
203029,1,2,2,25,1,2,0,0,0,0,15491,15934,17168,104989,43582,19760,1000,1500,1500,4792,3933,4225,1
80000,2,1,2,25,0,0,0,0,0,0,53685,131792,20694,25435,30510,36101,3291,5694,5435,5510,6101,4252,0
202900,2,3,2,34,0,0,0,0,0,0,31285,30275,26633,104991,15794,19496,3000,4081,4420,4532,4500,4500,0
50000,1,3,2,58,0,0,0,0,0,0,7556,131769,6959,104946,43583,3169,1140,1048,163,135,151,4245,0
200000,1,1,1,43,-2,-2,-2,-2,-2,-2,3005,4709,7544,9409,57023,2770,4709,4150,9497,57023,3937,4248,0
202996,1,1,2,27,-1,0,0,0,0,0,99782,131711,58665,105027,72069,61925,2924,4105,4480,37056,3916,1522,0
50000,2,1,2,25,0,0,0,0,0,0,99904,1760,2640,1760,880,1910,0,1760,0,4784,1910,4268,1
203343,2,1,2,35,0,0,0,0,0,0,128808,133340,133075,109705,111202,116169,10000,5000,5000,4787,3911,10000,0
202866,2,2,2,29,0,0,-2,-2,0,0,2548,12020,2539,105000,0,92858,12082,2539,2250,0,3915,171,0
310000,1,2,1,36,0,0,0,0,0,0,52191,36758,29180,22426,18592,14976,3012,5000,4520,5000,5000,3000,0
40000,2,1,2,34,-1,-1,0,0,0,-1,99813,14163,30107,31567,43274,31309,14163,20000,4413,3000,31749,0,1
203014,2,1,2,23,-1,-1,-1,0,0,0,99697,0,8472,105024,43675,92778,0,8472,4396,0,0,9038,0
202788,1,2,2,34,0,0,0,0,0,0,99711,127014,105312,105017,43451,92766,6112,4202,4200,4200,5000,4200,0
240000,2,1,1,38,1,-1,-1,-1,0,0,-25,131507,2223,105009,4367,92689,4103,4137,4440,100,0,1101,0
430000,2,2,2,51,0,0,0,0,0,0,416090,422898,105590,104955,363553,92626,3887,20015,4405,14015,13010,4247,0
450000,1,1,1,34,-2,0,-2,-2,0,-2,-9,1844,0,0,0,0,1853,4121,0,4784,3903,0,1
203145,2,3,2,67,2,2,2,2,0,0,16918,131609,19944,22915,23472,23016,3900,4220,3260,1000,3933,2286,1
160000,2,2,1,32,0,0,0,0,0,0,18400,18699,26919,29801,40433,51329,10000,4126,15021,15000,20000,20000,0
80000,2,2,2,34,1,2,2,0,2,2,54033,131393,105224,55201,43333,70582,0,4125,0,15000,3938,4215,0
210000,2,1,1,46,-1,-1,-1,0,0,-1,99892,41986,21874,20076,16171,92773,41986,4102,20076,16171,586,19777,0
270000,2,2,1,41,-1,0,-1,0,-1,0,1278,131536,3564,104991,1898,0,0,3568,4467,4789,3848,2605,0
202623,2,2,2,34,-2,-2,-2,-2,-2,-2,1082,2731,757,876,3551,0,2731,4112,4475,3551,0,13460,0
50000,1,2,2,34,0,0,0,0,0,0,37699,35203,105538,104976,12173,92607,2000,2000,1150,2000,1000,1000,0
180000,2,2,2,33,-1,-1,-1,0,0,0,99779,0,174,1974,3462,4114,0,4087,1800,2600,2000,3500,0
150000,1,2,1,34,-1,-1,-1,0,0,-2,99939,131833,780,0,43647,0,3882,780,4456,0,3943,0,0
150000,1,2,2,32,0,0,0,0,0,0,99739,131775,58228,38495,35807,92777,3936,10000,4460,15838,10000,7780,0
202595,2,1,2,34,0,0,0,0,0,0,99817,18362,19669,105020,43464,17334,1333,1640,1506,721,1000,4266,0
360000,2,1,2,25,-1,-1,-1,0,0,0,586,14074,5672,5084,43532,92694,3897,5672,0,4786,1646,3875,0
420000,2,1,2,32,0,0,0,2,0,0,99824,131627,105733,87076,43503,57771,3907,14000,4439,1837,3922,144204,0
202242,2,2,2,34,-2,0,-2,0,-2,-2,0,131606,641,104983,2019,92687,0,641,4435,4775,0,0,0
20000,2,2,1,34,0,0,0,0,0,0,7472,9304,9369,105003,5990,92729,2000,4067,4455,4784,338,2164,0
120000,1,2,1,34,-1,0,0,0,0,-1,4936,2476,5696,1762,1381,1061,3892,5696,0,1381,3942,4236,1
10000,1,1,2,34,-2,-2,-2,-1,0,0,-2,131449,105250,105025,9422,92712,0,0,10500,4779,3938,1000,0
320000,2,2,1,42,0,0,0,2,0,0,99816,318844,324589,320622,252323,253557,3906,10000,450,7025,7161,8000,1
50000,1,3,1,23,0,0,0,0,0,0,43087,131713,105810,105068,19003,-317,2100,3260,4526,1000,0,16628,1
20000,2,3,2,34,0,0,0,0,0,2,99707,12945,105832,15730,15183,92590,3928,1542,2300,4779,1400,4210,1
50000,2,1,2,26,-2,-2,-2,-2,-2,-2,99772,0,0,0,0,92847,0,4068,0,0,0,0,0
203319,2,2,1,45,0,0,0,0,0,0,169625,131779,169829,105069,43608,127643,6081,6336,5205,4452,3902,4677,0
60000,1,2,2,57,0,0,0,0,0,0,59617,47807,35136,34163,27197,26528,3869,3000,5005,2000,4001,4238,0
202757,2,1,1,34,0,0,0,0,0,0,99681,63187,58719,60737,63593,82202,8007,4124,3000,4000,20000,8000,0
240000,1,1,1,34,2,2,-2,-2,0,0,2500,0,0,0,43315,92735,0,0,0,0,0,4192,1
110000,1,1,2,34,0,0,0,0,0,0,58301,57861,105367,47743,45654,92650,3936,2191,1525,4786,3884,4235,0
200000,2,2,1,41,0,0,-2,-2,-2,0,7812,131714,105661,1115,0,0,0,0,1115,4776,0,0,0
70000,1,2,2,42,0,0,0,0,2,0,26550,28208,105864,30670,31133,31965,2400,4102,2820,1100,1500,1300,0
80000,2,2,2,23,0,0,-1,0,0,0,80715,82687,80613,80671,72785,92868,5000,4081,4447,2600,2696,2812,0
160000,2,2,2,34,-1,-1,0,-1,-2,-2,3089,131542,105267,0,43438,0,0,4138,0,0,0,4249,0
203266,1,1,2,37,0,0,0,0,0,0,99831,167536,106016,105005,105523,45258,6900,4100,8800,4780,2100,4251,1
50000,1,1,2,33,0,0,2,0,0,0,40505,46745,105267,104990,45470,4220,3880,0,4450,155,3931,4220,0
202696,2,2,1,37,0,2,0,0,0,0,99749,200,42200,105047,42000,92707,0,42000,200,4786,0,0,0
220000,1,1,1,41,-1,-1,0,-1,-1,-1,30262,37068,105357,9884,4090,6108,37092,10071,9884,4090,6108,19933,0
340000,2,1,2,29,-1,-1,-1,2,0,0,2688,131781,12411,9119,43604,23093,3907,4114,10,29047,6153,4234,0
360000,2,1,2,43,1,0,-1,-1,-1,-1,0,7221,105449,0,3550,2511,7221,4083,0,3550,2511,6895,0
50000,1,2,1,33,2,0,0,-1,-1,0,42923,42803,1473,105086,1573,92805,3874,1473,390,1573,0,780,0
390000,2,2,2,48,0,0,0,0,0,0,171189,176989,178698,182101,43462,92726,3905,4139,8004,4792,6000,10000,0
203047,2,2,2,44,4,3,2,0,7,7,2646,131770,106040,105007,2646,2646,3903,0,0,4795,0,4240,0
203211,1,2,1,30,0,0,0,0,0,0,351890,131651,105796,236027,221443,198031,11000,8607,8000,4781,8476,10000,0
60000,2,2,1,57,0,0,0,0,0,0,20866,22131,22685,24938,43647,28862,2000,2000,4454,926,3906,0,0
60000,2,2,2,48,2,3,2,3,2,2,60717,59183,62075,60501,61808,60668,0,4140,0,2400,3925,2200,1
220000,2,2,1,44,2,0,0,0,0,0,195375,185993,184568,168683,158742,92732,3886,8304,7356,5300,3908,4248,0
150000,2,2,2,34,1,2,0,0,0,0,147833,148066,105412,135075,43284,135165,6130,4126,4610,5000,5000,3760,0
202684,2,2,2,29,-1,-1,-2,-2,-2,0,4184,0,0,105013,43540,92828,0,0,0,0,3915,0,0
202569,2,2,1,45,0,0,0,0,0,0,79552,131836,80966,79295,81142,92808,3130,3107,2847,3134,3957,4235,0
202878,1,2,1,35,0,0,0,0,0,0,8348,9678,12702,104946,12701,13839,1476,4152,0,1000,1500,4223,1
500000,2,1,1,44,0,0,0,0,0,-1,99746,131501,58508,57855,134,11421,11063,49019,4468,0,11421,4253,0
202757,1,1,2,33,0,0,0,-1,-1,0,99631,39451,20027,15000,14958,-42,9024,1104,15000,14958,0,4255,0
203133,2,2,2,46,0,0,-1,0,0,0,99873,960,354716,105026,368484,92675,510,358689,15066,14126,13065,12908,1
20000,2,2,2,38,0,0,0,3,2,2,3527,131659,5867,5495,5126,92709,1241,4112,0,0,1000,0,1
140000,1,1,2,29,-1,0,2,0,0,0,99628,2304,106496,652,326,92771,3886,4137,0,4792,1052,652,1
203145,2,2,2,46,0,0,0,0,0,0,162110,156444,105710,151377,43705,149628,6000,4138,7000,6000,3957,4208,0
10000,1,2,2,44,0,0,2,0,0,0,6696,9080,8794,105031,9604,9800,3873,0,1192,0,196,0,0
110000,2,2,1,45,0,0,0,0,0,0,99812,37234,37341,38208,39121,39785,1587,1694,4465,1474,1370,1514,0
140000,2,1,1,34,0,0,0,0,0,0,27234,131603,26276,26847,21713,92773,3895,12000,915,4786,791,821,0
130000,2,2,1,52,0,0,0,0,0,0,99782,51562,47928,105007,42704,2552,4600,0,1500,0,3942,4226,0
80000,2,1,2,27,-1,3,2,2,2,0,99986,1948,1770,105017,2946,2844,3911,4165,1400,0,57,4233,0
203328,2,2,2,39,-2,-2,-2,-2,0,-2,2880,0,105679,0,2894,210,3885,4155,0,4784,210,2595,0
202759,2,2,2,29,-1,-1,0,-1,-1,0,18858,11056,3909,104979,43331,4254,11056,3916,3506,4128,4254,4228,0
20000,1,2,2,23,0,0,0,0,0,0,10478,11193,12207,14402,43583,20929,1193,1207,2402,2399,5000,4276,0
120000,2,1,2,34,-1,-1,-1,-1,0,-1,32050,3872,52150,2740,4626,802,3872,52150,4469,4626,802,0,0
120000,2,2,1,35,-1,-1,2,2,2,2,99884,11837,9754,105023,43747,31576,9886,0,20000,0,10000,0,0
80000,2,1,1,46,2,0,0,2,0,0,40509,131569,42592,43296,43892,92680,1000,4129,4478,1600,0,3500,0
240000,2,2,1,33,-1,0,0,0,0,0,30973,32008,32889,33410,34327,34500,3897,1418,4518,1193,690,4249,0
202830,2,2,2,37,0,2,2,2,2,2,600,600,600,600,600,92708,3916,0,4481,0,0,4207,1
520000,2,1,2,35,0,0,0,0,0,0,57536,60912,56728,105055,43787,54152,5000,7000,5000,5004,5000,5000,0
202984,1,3,2,23,0,0,0,0,0,0,19812,20388,19145,20124,20127,20150,3876,1330,1309,702,719,4265,0
350000,2,1,2,29,0,0,0,0,0,0,42518,131256,24540,22187,12900,7938,1740,1000,452,448,2000,8206,0
20000,2,2,2,24,0,0,0,2,0,0,17372,17859,20567,19928,18711,92718,1500,4081,0,1000,1000,4218,0
100000,2,2,2,58,0,0,0,0,0,0,99831,44686,45634,46576,47519,51404,2000,2000,2000,4788,5000,4239,0
50000,1,2,2,47,0,0,0,0,0,0,44681,131477,46658,44441,18559,17781,2100,2009,4465,4789,1000,1000,0
230000,1,2,2,34,2,2,2,2,2,0,177917,131617,185074,187053,176805,180826,8000,8000,6500,0,3936,6500,0
310000,2,1,2,26,0,0,0,0,0,0,27283,28286,29427,29548,43950,30532,3893,1600,1607,898,3929,4230,0
202965,2,3,2,34,-1,-1,-1,-1,0,-1,1876,1876,105748,1876,43427,92719,1876,1876,1876,4781,1876,4238,1
202560,1,1,2,24,0,0,0,0,0,0,77225,131532,105478,56023,47582,48039,3649,2502,2205,1702,1800,1908,0
30000,2,2,1,27,0,0,2,0,0,0,27347,31402,30047,30869,43850,92720,5500,0,3000,4791,3000,3000,0
200000,2,2,2,36,0,0,0,0,0,0,167385,171476,175956,171340,177236,181978,8000,8045,8000,8000,7000,18000,0
203041,1,2,2,33,0,0,0,2,2,-2,18706,131557,105669,18828,0,0,3891,3081,4439,0,3927,0,1
203126,2,2,1,53,-1,-1,0,-2,-2,0,99644,0,0,104963,43407,0,0,0,4455,0,0,0,0
200000,2,3,1,29,0,0,0,0,0,0,203621,203424,199728,195609,131981,131294,7464,4171,4451,4602,4900,4726,0
500000,1,1,2,36,0,0,-1,0,0,0,396,1043,19230,105038,194483,195454,1043,4127,100062,4782,10000,40000,0
180000,2,2,2,30,0,0,0,0,0,0,14445,15404,105923,105016,22902,15373,1500,4133,4503,4782,3500,4228,0
260000,1,1,2,35,1,2,0,0,2,0,149124,131677,148332,160810,155683,158771,0,4109,16502,4783,5847,5873,1
90000,2,1,2,34,0,0,0,0,0,2,99724,34178,36133,105024,43689,39725,2000,2500,4442,0,3000,2000,1
380000,2,3,1,46,1,0,0,-1,0,0,0,131532,224,104993,0,2062,3892,224,4034,4777,2062,0,0
