LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
255942,1,2,2,53,0,0,0,0,0,0,111110,79109,43743,48902,49996,-1719,3261,2324,1630,2438,3736,52085,0
255900,2,2,1,38,0,0,0,0,0,0,212943,216910,43373,212770,37579,202491,1381,7714,7283,7407,10000,693,0
240000,1,1,1,36,0,0,0,0,0,2,14559,78115,17242,18450,37862,19406,1500,2000,1500,0,1700,700,0
20000,1,1,1,54,0,0,0,4,3,0,110965,15296,20035,92256,18835,18395,1500,2304,1862,0,3732,3000,1
160000,2,1,1,38,-1,0,-1,2,0,-1,2227,316,43331,92752,316,632,0,632,0,316,632,0,0
50000,1,1,1,44,0,2,2,2,0,0,111080,48552,43270,12790,12743,17305,0,3056,0,2000,5000,689,1
20000,1,2,1,38,0,0,0,0,-2,0,18401,19784,43079,0,37725,0,1394,1650,1835,2406,3729,0,0
720000,2,1,1,45,0,0,0,0,0,0,111190,112933,105582,104501,83504,79411,8019,8043,10092,3020,3714,694,0
300000,1,1,1,33,0,0,0,0,0,0,31808,22743,22396,21055,37853,7323,1377,1216,3127,2405,2011,142,0
255819,1,2,1,38,-1,0,-1,-1,-1,-1,671,671,671,671,671,1492,671,2308,1873,671,1492,0,0
190000,1,1,2,32,0,0,0,0,0,0,111105,6192,4988,92411,3341,17080,1374,0,200,2442,1000,695,0
255827,2,1,2,38,0,0,0,0,0,0,1830,4777,7681,12519,37899,16915,3000,2303,5000,2384,3718,10000,0
255844,1,1,2,34,0,2,2,0,0,3,111146,17382,16814,18229,20314,16986,1500,2303,1872,2700,0,600,1
255955,1,2,2,24,0,-1,-1,0,-1,0,2522,77960,43609,780,0,17027,390,2281,1855,0,3727,0,0
140000,1,1,1,38,0,0,0,-1,0,0,0,78025,43160,66397,62967,44226,850,2620,1838,2038,2000,15000,0
140000,2,2,2,27,-1,-1,-1,-1,-1,-1,1186,3713,43318,390,6580,0,1388,2318,390,6580,0,696,0
400000,2,1,2,41,0,0,-2,-2,-2,0,111257,678,43911,92460,330,17173,678,330,330,330,330,330,1
50000,1,1,1,55,0,0,-2,-2,-2,-2,30900,0,0,92511,0,0,1401,0,0,0,0,0,1
210000,2,2,2,30,0,0,0,0,2,2,45998,47107,43704,51884,50926,16994,2150,5000,2020,0,4500,700,0
50000,1,1,2,23,0,-1,-1,0,-1,0,980,3413,43250,1386,37918,3696,3500,11000,2000,2435,6396,693,0
100000,1,3,1,49,0,0,0,0,0,0,82214,74983,71958,68808,37546,16856,2659,2656,1826,2360,2574,2759,0
160000,1,3,1,38,0,2,0,0,0,0,80166,34775,42835,15676,37620,90927,1370,2300,1800,90000,3300,3400,1
20000,1,2,2,25,1,0,0,0,0,0,19099,77753,18437,92007,19696,16876,0,1370,1855,1000,5000,1500,0
255892,2,1,1,42,0,0,0,0,0,2,40466,77668,42520,43378,46664,17006,1994,1709,1567,4000,3728,694,1
500000,2,1,1,49,0,0,0,0,0,0,111095,421983,43564,92464,37753,413326,20157,2303,1858,14454,33720,12284,0
130000,2,2,1,38,-1,-1,0,-1,-1,-1,111149,1583,776,92562,37805,776,1583,1000,1846,2462,3727,12184,1
100000,2,1,2,31,-2,-2,0,0,-2,0,0,0,0,960,960,1185,0,0,960,0,3726,690,0
130000,2,2,1,38,0,0,0,0,0,0,41379,24462,43238,0,0,0,1367,2302,0,2405,0,0,0
255985,2,1,2,24,-1,-1,-1,0,0,0,111150,1479,43738,950,37832,0,1479,2306,0,4710,0,7153,0
270000,2,2,1,31,-2,-2,0,-2,-2,0,0,0,0,0,37863,0,0,0,0,0,0,692,0
256059,2,1,2,38,0,0,0,0,0,0,111030,73712,68831,61534,25914,36313,8149,2214,5904,5542,3721,5000,0
20000,1,1,1,49,0,0,0,-1,0,-1,19363,19609,-391,19413,12223,16943,1200,2287,1848,2424,2110,12996,0
400000,1,1,1,38,0,0,0,0,0,0,76917,79075,81864,83747,85487,88315,4000,2292,3000,3000,3722,694,0
60000,2,2,2,22,0,0,0,0,2,0,60434,78223,56585,77520,29002,30274,2141,3085,1845,0,3158,693,0
255793,1,1,2,26,0,0,0,0,0,0,110939,77045,18403,92277,37789,17010,1380,2307,1869,1000,1000,692,0
360000,1,3,2,33,0,-2,0,-2,0,0,0,0,43292,0,0,17055,1396,0,0,2416,0,0,0
20000,1,1,2,27,0,0,0,0,-1,-1,14088,8842,6653,92130,1186,416,1111,1009,1860,1190,416,694,0
255877,1,1,1,38,0,0,0,2,0,0,10934,13738,16567,10411,37923,17222,3000,3100,0,2468,1500,694,0
210000,1,1,1,38,0,0,0,0,0,0,111179,75456,86171,87895,37873,90868,3748,13000,3081,2375,3312,3151,0
120000,1,1,2,32,0,0,0,0,0,0,113650,105592,105428,76543,38028,74115,3999,6025,3069,2426,3732,689,0
100000,2,1,1,29,3,2,0,0,2,0,87791,85548,85391,50605,37806,50689,0,2500,1885,0,2000,2000,1
30000,1,2,1,25,0,0,0,0,0,0,111015,8864,43134,92084,12580,13716,1383,1500,1856,2416,1500,1500,1
200000,1,1,2,38,-2,0,-2,-2,-2,-2,162,77167,0,495,37690,16975,536,0,1868,0,3727,546,0
255834,1,1,2,27,0,0,0,0,0,0,33077,34055,32644,29645,22930,0,1554,2320,1855,2475,0,693,0
230000,2,1,1,38,0,0,0,-1,0,0,111208,12872,42983,153400,14788,17152,1386,2298,153400,2386,10000,696,0
110000,1,3,1,38,0,0,0,0,0,0,113928,112775,110399,48532,44703,47869,4915,4379,12466,2454,5307,5000,0
20000,2,1,1,23,0,0,0,0,0,0,18355,20259,19534,16467,15746,17056,1377,10,1842,430,1017,4,0
255850,2,1,2,24,2,2,0,0,0,0,23905,78244,23578,92509,26143,26724,0,2000,3000,2361,1000,3500,1
255884,2,1,1,48,-1,2,0,-2,-1,0,1908,77159,8162,92189,3332,17030,0,8513,457,2377,313,699,0
360000,2,1,1,32,0,0,0,0,0,0,16039,77885,19382,13874,9398,10773,1371,2000,1843,2000,2500,5000,0
360000,1,3,2,38,0,0,0,0,0,0,111121,77669,258122,255309,233946,16917,1377,9221,9225,8112,3721,9000,0
50000,1,1,2,38,0,0,0,0,0,2,19456,20486,21241,92276,37752,22756,1370,1400,1829,2445,0,1000,0
420000,1,2,1,28,0,0,0,0,0,0,22872,23309,24612,92255,26333,17049,1700,2310,1872,1500,3724,691,0
100000,1,2,2,32,0,0,0,2,2,0,34904,77641,42076,92402,37786,16872,3000,2300,1879,4000,5700,694,1
150000,1,2,1,35,0,0,0,-1,-1,0,4301,8246,12865,92086,1095,17122,4000,5064,1869,1100,1393,3796,1
255825,2,1,1,38,1,2,2,2,2,0,111071,53250,43376,52330,55666,56839,2500,1983,0,4206,3722,696,1
300000,2,2,1,29,0,0,0,0,0,0,321155,317259,313600,309670,305660,16840,11369,2308,1868,11069,11090,10028,1
255787,1,1,2,25,0,0,-1,-1,0,0,111043,1934,11376,2199,10856,0,1393,2301,1855,10000,0,9867,0
30000,2,1,2,28,2,2,0,4,4,0,111101,37,37,92558,37,37,0,0,0,2407,3731,0,0
180000,1,1,2,38,0,-1,-1,0,-1,0,9796,500,42903,6019,37790,7622,500,3866,3300,2459,7622,691,0
30000,1,2,1,38,0,0,0,0,0,0,26891,28151,28827,29412,26199,27116,2000,1500,1000,2379,1351,699,0
255820,1,1,1,50,-2,-2,-2,-2,-2,0,111040,-4,816,30026,49154,1299,1376,824,31144,2428,2610,1833,0
80000,1,1,1,30,0,0,0,0,-2,-2,59292,77959,0,92114,37810,16913,5009,0,0,2414,3720,0,0
420000,1,1,1,33,1,2,2,-2,-2,0,110975,9771,0,24683,23702,46093,0,20,1869,752,30002,1056,0
90000,1,2,1,27,0,0,0,0,0,0,70482,77249,64926,59949,54029,48170,2580,2337,1634,1606,1371,620,0
70000,1,3,2,38,0,0,2,0,0,0,111198,69272,62196,62809,48047,17080,5916,2295,2315,1718,2000,691,1
255752,2,2,1,24,0,0,0,0,0,0,28329,28980,29564,29710,29700,0,1800,1774,920,1102,4014,0,0
255692,2,1,2,25,0,0,0,0,0,0,55368,58035,47313,44568,48560,51529,5000,5000,5000,5000,5000,5000,0
120000,1,2,2,29,0,0,0,0,0,0,61470,63335,42996,92739,37932,17094,1372,3500,1881,2396,2091,3000,0
255871,1,1,2,22,0,0,0,0,0,0,3281,4325,5341,5751,37738,7386,1385,1100,500,2373,3723,1000,0
90000,2,1,1,28,0,0,0,0,2,0,48177,49563,47750,47169,46284,47519,2500,2500,3700,0,3723,1800,1
200000,1,4,1,46,0,0,0,0,0,0,111081,77351,88227,92486,75285,16956,3929,2315,4000,3000,13000,13000,0
180000,1,1,2,38,-1,0,0,0,0,-1,8788,40927,43493,31578,21195,11776,40970,2302,10015,10009,3731,691,0
50000,2,1,1,48,0,0,0,0,0,0,111012,77614,44016,15386,31401,17012,2000,1880,1856,2412,2000,1500,0
500000,1,2,1,38,0,0,0,0,0,0,79640,75362,73547,47274,46454,41906,3017,3020,1848,2035,3014,696,0
380000,2,1,1,38,0,0,0,0,-1,-1,7234,4772,42773,92276,4096,4058,1500,2298,1888,4102,3723,7274,0
330000,2,1,1,34,0,0,-1,-1,0,0,21576,24226,42839,89851,86005,121319,5002,15579,1857,2445,50000,100000,0
50000,2,1,1,38,0,0,0,0,0,0,49100,47910,43449,19748,37580,19536,15000,2024,5004,1000,1000,1000,0
255972,1,1,2,29,1,0,-1,0,0,-1,55788,78153,4897,92061,19468,0,8394,4927,5089,19561,3724,125,0
255760,2,2,1,38,-1,-1,2,-1,0,0,2828,78194,3963,4514,3129,675,3963,16,1879,2378,0,1015,0
60000,1,1,1,38,1,-2,-1,0,0,-1,110979,0,15798,0,37688,11688,1361,15798,1858,2423,11688,0,0
255790,1,1,2,38,-1,0,0,0,-2,-2,53419,53358,0,92246,0,0,7000,0,1848,2400,0,692,0
50000,1,1,2,27,0,-1,2,0,0,0,111156,78850,163,267,-129,325,1000,0,500,2434,3733,500,1
120000,2,3,1,50,2,0,-1,0,0,0,149301,149540,42985,120047,100637,79613,3000,125000,4065,4000,3000,3000,1
310000,2,1,1,38,0,0,0,0,0,0,35064,38195,39233,39577,37816,46319,1384,2000,1866,4000,4000,4000,0
90000,2,3,1,38,0,0,0,0,0,0,84195,86795,88884,82163,22601,22029,4001,4400,3566,7694,3716,1000,0
255812,2,1,1,37,-1,0,0,-1,0,0,111185,77949,0,92536,632,17027,1379,0,316,2440,0,316,0
180000,1,1,1,41,1,2,0,2,2,0,114952,117567,119314,120882,117450,17154,6000,5100,5000,0,5000,697,1
390000,1,1,1,36,-2,-2,-2,0,0,-2,8040,78783,8051,-5,1965,3088,7857,2305,0,990,3721,8486,0
255866,2,3,1,39,-1,0,0,0,0,0,111164,79325,144315,92711,124688,122518,7627,2303,5066,5033,5007,5125,0
50000,1,2,2,25,0,2,0,0,0,0,15491,77962,43234,18376,19068,16988,1421,1500,1500,1000,1000,2500,1
80000,1,1,1,25,0,0,0,0,0,0,111031,15291,20694,92295,30510,36101,1392,5694,5435,5510,3729,689,0
50000,1,3,1,22,2,0,0,0,0,0,31285,77144,26633,19576,37922,19496,3000,2000,0,4532,4500,4500,0
50000,1,1,2,58,0,0,0,0,0,0,7556,77730,6959,92223,37934,17118,1140,2294,163,135,3723,2000,0
255838,1,1,1,43,-2,-2,0,-2,-2,-2,3005,78111,7544,9409,37913,2770,4709,7574,1836,57023,2770,1904,0
380000,1,1,1,38,-1,0,0,0,0,0,73903,66541,58665,92483,37728,61925,2924,2555,1515,37056,3724,1522,0
50000,1,1,1,25,-1,2,0,0,0,-1,2823,1760,43083,1760,880,1910,0,1760,1875,0,1910,0,1
255836,1,1,1,38,0,0,0,0,0,0,110996,133340,43518,92217,111202,116169,10000,5000,5000,7126,3723,695,0
430000,2,2,2,29,-2,0,0,0,-2,-2,2548,77812,2539,92229,0,2580,12082,2287,2250,0,2580,171,0
310000,1,1,1,36,0,0,0,0,0,0,52191,36758,42818,22426,18592,14976,3012,5000,1845,5000,5000,3000,0
40000,2,1,1,27,-1,-1,0,0,0,0,110968,14163,30107,31567,32583,31309,1390,20000,3000,3000,3724,0,1
255889,1,1,2,23,-1,0,-1,0,0,0,111264,78289,8472,8472,1768,0,0,8472,1849,0,3717,9038,0
255961,1,1,1,33,0,0,0,0,0,0,137502,76950,120826,112211,110396,16853,6112,4202,4200,4200,5000,4200,0
240000,2,1,1,38,1,-1,0,-1,0,0,111150,78643,2223,31136,37830,3632,4103,2223,31136,2415,0,1101,0
255709,1,1,2,51,0,0,0,0,0,0,416090,422898,409626,92531,363553,357476,17107,2297,18027,14015,13010,692,0
450000,1,1,1,38,-2,-2,-2,0,-2,-2,111051,77611,0,0,0,16832,1374,0,1874,2405,0,694,1
255774,1,3,1,67,0,0,0,2,0,0,110922,20511,19944,92390,37829,16981,4145,2312,3260,2420,0,2286,1
160000,2,2,1,32,0,0,0,0,0,0,18400,77485,43232,29801,37784,51329,1356,10018,15021,15000,20000,20000,0
80000,2,2,2,38,0,2,2,2,2,2,54033,52595,56709,92549,69270,70582,0,5000,0,15000,2600,0,0
210000,2,1,1,46,-1,0,-1,0,-1,-1,110346,41986,21874,20076,16171,586,1374,21874,20076,16171,586,19777,0
270000,2,1,1,41,-1,-1,-1,0,-1,-1,111141,78076,3564,92505,37891,17077,0,3568,1280,2418,0,2605,0
10000,2,2,1,23,-2,0,-2,-2,-2,0,1082,2731,757,92596,37904,0,1387,757,1869,3551,3722,13460,0
50000,1,1,1,38,0,0,0,0,0,0,37699,35203,15360,15031,12173,11728,1392,2314,1150,2000,1000,1000,0
180000,1,2,1,33,0,-1,-1,0,0,0,111114,78202,174,1974,37952,4114,0,174,1800,2419,2000,3500,0
256083,1,1,1,27,-1,0,-1,-1,-2,-2,390,77117,43424,92293,0,0,0,780,0,0,3724,0,0
255622,1,1,2,38,0,0,0,0,0,0,76215,72149,42967,92366,35807,16919,1388,10000,3993,15838,3726,699,0
256029,2,1,2,26,0,0,0,0,0,0,17921,78352,43216,16479,37706,17334,1379,1640,1838,721,3720,1000,0
360000,1,1,1,25,-1,-1,-1,0,0,-1,110960,14074,5672,5084,3317,1646,14076,5672,0,0,1646,3875,0
420000,1,1,1,32,0,0,0,2,0,0,111266,91789,43404,92582,37650,57771,4118,14000,0,1837,3010,695,0
80000,2,2,2,28,0,0,-2,0,-2,-2,110996,78096,43058,658,2019,0,0,641,1877,2379,0,693,0
20000,1,2,1,41,0,0,0,0,0,0,7472,9304,43441,5873,5990,6231,1398,2299,1865,215,338,2164,0
120000,1,2,1,44,-1,0,-1,0,-1,0,4936,2476,5696,92345,37706,1061,0,5696,0,1381,1061,690,1
10000,1,1,2,38,-2,-2,-2,-1,0,0,-2,-391,-781,9211,9422,8853,0,0,10500,500,500,695,0
320000,2,1,1,42,0,0,2,2,0,0,304057,318844,44104,320622,252323,253557,20000,10000,1840,2399,3723,694,1
50000,1,3,1,23,0,0,0,0,0,0,43087,77353,46653,43143,37652,-317,2100,3260,1200,2389,0,16628,1
20000,1,3,2,50,2,0,0,0,2,2,11545,12945,43664,15730,15183,16182,1600,1542,2300,0,1400,692,1
255849,1,1,1,38,0,-2,-2,-2,-2,-2,0,77820,43415,0,0,17017,0,0,1875,2454,0,0,0
255812,1,2,1,45,0,0,0,0,0,0,111124,169944,169829,92732,37919,127643,6081,6336,1871,2435,3730,4677,0
60000,1,2,1,57,0,0,0,0,0,0,59617,78211,43064,34163,27197,26528,1367,3000,1844,2000,4001,696,0
350000,2,1,1,38,0,0,0,0,0,0,67761,63187,58719,92422,63593,17242,8007,2200,1861,2447,20000,8000,0
255733,1,1,1,38,2,0,0,-2,-2,-2,111143,0,42795,0,0,16981,1381,0,0,0,0,691,1
255746,1,1,1,38,0,0,0,0,0,0,58301,77282,43463,92512,37781,26525,2179,2304,1525,2450,1500,2000,0
200000,1,1,1,38,-2,-2,0,-2,0,0,7812,0,43451,1115,0,0,0,0,1845,0,0,0,0
70000,1,1,1,42,0,0,0,2,2,2,111027,28208,28642,92317,37772,31965,2400,2293,2820,1100,3722,1300,0
80000,2,1,2,23,0,0,-1,0,0,0,111060,82687,80613,80671,72785,74313,1363,81000,2776,2600,2696,2812,0
160000,2,1,1,31,-1,-1,0,-1,0,-2,111130,77116,43135,92382,0,17108,0,12548,0,0,3728,0,0
255821,1,1,1,37,0,0,0,0,0,0,174532,167536,171865,176167,105523,16979,1370,7900,8800,4700,3719,60000,1
50000,1,1,1,33,0,0,2,0,0,0,40505,46745,45727,45515,45470,4220,1363,0,1200,155,3727,694,0
120000,2,2,1,38,-1,2,0,0,0,0,200,200,42200,42000,37780,0,0,42000,1863,2423,0,0,0
220000,1,1,1,41,-1,-1,0,-1,0,0,30262,37068,14271,92478,4090,6108,37092,10071,9884,2442,6108,19933,0
340000,2,1,2,29,-1,0,0,0,0,0,2688,11432,12411,92433,29280,23093,1374,12824,10,29047,6153,3523,0
360000,2,1,2,38,1,-1,0,0,-1,0,0,7221,42795,0,3550,2511,7221,2305,0,3550,3722,6895,0
50000,1,2,1,33,0,0,-1,-1,0,0,42923,42803,43148,92543,1573,390,2330,1473,1862,1573,3723,780,0
255886,1,2,2,48,0,0,0,0,0,0,111267,176989,178698,182101,37781,154668,10000,10000,8004,10000,3729,10000,0
30000,1,3,1,44,4,0,2,7,7,0,2646,77688,2646,92377,2646,2646,0,2293,0,0,0,0,0
255664,1,2,1,30,0,0,0,0,0,0,351890,254163,43277,236027,221443,17063,11000,8607,1845,8525,8476,10000,0
255809,1,2,1,57,0,0,0,0,0,0,20866,22131,22685,24938,25085,28862,2000,2000,2950,2388,4600,0,0
60000,2,1,2,48,2,3,2,3,2,2,111242,78489,62075,92524,61808,60668,0,4500,0,2400,3719,2200,1
220000,2,2,1,44,0,2,0,0,0,0,195375,78087,184568,168683,37786,161499,10,8304,7356,2397,5550,5050,0
255928,2,2,1,38,1,0,2,0,0,0,147833,148066,43636,135075,135309,17087,6130,2304,4610,5000,5000,3760,0
180000,1,1,2,29,-1,-1,-2,-2,-2,-2,4184,0,43319,92320,0,0,0,0,1853,0,0,0,0
80000,2,2,1,45,0,0,0,0,0,0,79552,81392,80966,92518,81142,16981,3130,3107,2847,3134,3072,3010,0
30000,1,2,1,35,0,0,0,2,0,0,8348,77635,12702,92305,37861,13839,1476,3500,0,1000,1500,696,1
255873,2,1,1,44,-1,-1,0,0,0,-1,301,77856,43029,57855,134,11421,11063,49019,134,2425,11421,0,0
180000,1,1,2,33,0,0,0,-1,-1,-1,48252,77388,20027,92722,37836,-42,9024,2305,15000,14958,3731,0,0
255961,1,2,1,38,0,0,-1,0,0,0,111193,960,43614,361373,368484,17254,1395,358689,15066,14126,13065,12908,1
255849,2,1,2,38,-1,0,0,3,2,2,3527,4556,5867,5495,38001,5899,1241,1700,0,0,3724,0,1
255950,1,1,2,29,-1,-1,2,0,0,-1,1712,2304,978,652,326,1052,2314,2302,0,0,3720,652,1
170000,1,1,1,38,0,0,0,0,0,0,162110,156444,42907,151377,148530,149628,6000,6000,7000,6000,7000,6000,0
10000,1,1,1,44,0,0,2,0,0,0,111172,9080,8794,9604,9604,9800,2668,0,1192,0,3729,0,0
255904,1,2,1,45,0,0,0,0,0,0,36267,77493,42735,92518,39121,17052,1587,1694,1561,2407,1370,1514,0
140000,2,1,1,33,0,0,0,0,0,0,27234,78046,43366,26847,21713,22143,1389,2300,1844,788,791,821,0
130000,2,2,1,52,0,0,0,0,0,0,111159,51562,47928,45456,37839,2552,4600,0,1500,0,3730,697,0
80000,2,1,2,38,-1,3,2,2,2,0,2127,77857,43035,3104,2946,2844,0,0,1400,2406,3718,689,0
200000,2,2,2,39,-2,-2,-2,-2,-2,0,2880,78080,0,92607,37647,210,0,2292,1843,2894,210,692,0
90000,1,2,2,29,-1,0,0,0,0,0,18858,78200,3909,92375,37796,4254,11056,3916,3506,4128,3726,3438,0
20000,1,1,1,38,0,0,0,0,0,0,10478,11193,43634,92600,16399,20929,1193,2311,2402,2399,3727,696,0
120000,1,1,1,37,-1,-1,-1,0,-1,0,32050,3872,52150,92571,4626,802,3872,2308,2740,4626,3724,0,0
120000,1,2,1,35,0,0,0,2,0,0,2415,11837,44036,92845,38109,31576,9886,0,20000,0,3732,0,0
80000,1,1,1,46,2,0,2,2,0,2,40509,78514,42592,92433,43892,43060,1000,2301,1868,1600,0,690,0
240000,1,1,1,33,0,0,0,0,0,0,30973,32008,32889,33410,34327,17055,1537,1418,1836,1193,690,0,0
110000,2,1,2,37,0,0,2,0,0,2,600,78306,600,600,37674,16946,0,0,1860,0,3715,0,1
255863,2,1,2,35,0,0,0,0,0,0,57536,77778,56728,92375,57911,16864,5000,7000,5000,2445,5000,5000,0
20000,1,3,2,38,0,0,0,0,0,0,19812,20388,43761,20124,37914,20150,1300,2309,1309,702,719,1000,0
350000,2,1,1,29,0,0,0,0,0,0,111083,31386,43984,22187,12900,7938,1401,1000,452,2438,2000,8206,0
255681,1,1,2,38,0,0,0,2,0,0,17372,17859,20567,19928,18711,19408,1500,2307,1864,2459,3721,1500,0
255836,2,3,1,38,0,0,0,0,0,0,43386,78624,45634,46576,47519,51404,2000,2000,1872,2411,3723,30000,0
50000,1,1,2,47,0,0,0,0,0,0,44681,45736,46658,92694,18559,17781,2100,2009,2013,2448,1000,1000,0
255939,1,2,2,38,0,2,2,2,0,0,177917,181465,185074,187053,176805,180826,8000,2301,6500,0,7000,689,0
255946,2,1,2,26,0,0,0,0,0,0,27283,28286,43764,92401,29839,17163,1377,1600,1607,898,1000,918,0
60000,1,1,2,38,0,0,-1,-1,0,-1,110945,77656,43333,1876,1876,17059,1364,1876,1869,1876,1876,699,1
80000,1,1,2,38,0,0,0,0,0,0,77225,75429,43581,56023,47582,48039,3649,2502,1852,1702,1800,690,0
30000,2,2,1,27,0,0,2,0,0,0,111051,78112,30047,92371,29403,29831,1407,0,1860,998,3722,3000,0
200000,1,3,1,36,0,0,0,0,0,0,167385,171476,175956,171340,177236,181978,8000,2296,8000,8000,3723,694,0
255873,1,2,1,33,0,0,0,2,0,0,110991,17483,19509,92795,0,0,1355,3081,0,0,0,694,1
230000,2,1,1,53,0,-1,0,0,0,-2,111126,0,0,0,0,17134,0,0,0,0,0,0,0
200000,2,1,1,29,0,0,0,0,0,0,203621,78506,199728,195609,37745,131294,1382,7889,1866,4602,4900,4726,0
255927,1,1,1,36,-1,0,-1,0,0,0,396,1043,19230,116696,194483,195454,1043,19230,1864,94503,10000,40000,0
255816,2,1,2,30,0,0,0,0,0,0,14445,15404,43318,92117,22902,15373,1500,4911,1871,10902,3500,5493,0
255883,1,1,2,35,0,2,0,0,2,0,149124,77224,148332,160810,155683,16818,0,2295,16502,2417,5847,700,1
90000,2,1,1,38,0,0,0,0,2,0,33035,34178,36133,92412,37325,16815,2000,2500,3000,2375,3000,2000,1
255795,2,3,1,46,1,-2,-1,0,-1,-1,111111,0,224,4034,0,2062,0,224,4034,2407,2062,0,0
80000,1,1,1,45,0,0,0,0,0,0,77402,78997,43242,92637,37840,16995,2900,3600,10002,1754,3714,3795,0
