LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
360000,2,2,2,33,-1,-1,0,0,0,0,3231,9523,11357,12123,9743,9567,11485,2000,1000,1901,0,536,0
390000,2,2,2,33,0,0,0,0,0,0,45818,144656,148366,99008,69990,102424,100000,7435,3704,2741,3314,2556,0
30000,2,2,2,24,0,0,0,0,0,0,28494,28139,27480,26960,27215,21326,1137,1804,1800,1129,1200,1500,1
83028,2,1,2,30,-1,-1,-1,0,-1,-1,3273,5795,10863,1601,306,4802,5894,10863,1,31,4802,9751,0
200000,2,1,2,33,-2,-2,-2,-2,-2,-2,4375,3771,664,0,641,5506,2829,2032,85,641,5506,1847,0
330000,2,2,1,39,1,-2,-2,-1,-1,-1,0,745,27825,1983,0,207,0,0,1983,0,887,49974,0
61622,2,2,1,35,1,2,2,2,2,3,5601,5366,4565,6515,7906,7487,0,1500,0,1500,0,0,0
480000,2,2,1,39,-1,-1,-1,-1,-1,-1,5269,2217,9731,9272,2718,1498,2829,6445,9783,2718,886,1138,0
30000,2,3,2,39,-2,-2,-2,-2,-2,-2,0,0,42,15937,276,390,8,0,0,300,390,930,0
80000,1,2,1,32,0,0,0,0,0,0,44358,45955,44989,41358,37193,102405,2145,2034,2785,1310,2445,2025,0
80000,1,2,2,53,0,0,0,0,0,0,127652,78781,78363,48902,49996,-1719,3048,2342,1630,1759,0,25974,0
290000,2,2,1,39,0,0,0,0,0,0,212943,216910,213931,212770,211098,102391,16923,7714,7283,7407,10000,6000,0
240000,1,1,1,39,0,0,0,0,2,2,14559,15513,17242,18450,18013,27168,1137,2000,1500,0,1700,700,0
20000,2,1,2,54,0,0,2,2,3,2,20817,15296,18177,19435,18835,18395,1500,38,0,0,1,3000,1
160000,2,1,2,30,-1,2,-1,2,-1,-1,3323,13496,632,430,16532,632,0,632,0,316,886,0,0
50000,1,2,1,51,1,2,2,2,0,0,49615,48552,46870,12790,12743,17305,1014,3056,15,2000,5000,2038,1
20000,1,2,1,48,0,0,0,0,-2,-2,18401,19784,20650,420,0,0,2000,2033,0,0,0,0,0
720000,2,1,1,45,0,0,0,0,0,0,128975,112933,105582,104501,83504,79411,8019,7433,10092,3020,2591,32334,0
339491,1,1,1,30,0,0,0,0,0,0,31808,19374,22396,21055,15573,7323,11405,1216,2791,3046,2571,193,0
183088,2,2,1,40,-1,-1,-1,-1,-1,-1,671,671,671,671,671,1492,671,2032,671,671,1492,284,0
183225,1,1,2,30,0,0,2,0,0,0,11474,6192,4988,4777,3341,6265,2450,0,1281,1000,1000,1000,0
340000,1,3,2,28,0,0,0,0,0,0,3782,4777,4472,10807,15299,21336,3000,3000,5000,3000,1000,10000,0
20000,1,2,2,34,1,2,2,0,0,3,21340,17382,16814,17357,20314,19704,1500,2,1700,2700,0,600,1
20000,1,2,2,24,0,-1,-1,-1,-1,-1,14081,390,0,418,0,780,390,31,780,0,780,194,0
83028,1,1,2,25,1,-1,-1,-1,0,0,122255,850,2620,66397,62967,102433,850,2032,66397,2038,2000,2034,0
83028,2,2,2,30,-1,-1,-1,-1,-1,-1,3306,3713,390,390,6580,-38,4000,390,390,16342,0,2030,0
339226,2,2,2,41,-2,-2,-2,-2,-2,-2,43672,678,330,330,330,330,678,2035,330,330,330,330,1
50000,1,3,1,52,0,0,-2,-2,-2,-2,20808,4605,41,0,0,0,20,0,14070,135,0,882,1
202070,2,2,2,30,0,0,0,2,2,2,44384,47107,50999,51884,27050,54404,2150,5000,2020,0,6766,2000,0
50000,1,1,2,23,-1,-1,-1,-1,-1,-1,980,3413,1068,1386,2800,3696,3500,11000,2000,2745,6394,3000,0
100000,1,3,1,52,0,0,0,0,0,0,82214,74983,71958,68808,68769,102069,2829,2656,2372,2360,2575,2759,0
183009,1,3,2,40,1,2,0,0,0,0,128983,153810,34073,144289,104686,90927,0,142848,1800,16733,3300,3400,1
20000,1,2,1,25,1,2,0,0,0,0,19099,20117,18437,19267,19696,16876,0,2032,1281,1000,886,1500,0
70000,2,1,1,42,0,0,0,0,0,2,40466,28312,42520,43378,46664,47341,1994,1709,1567,4000,1600,2000,1
500000,2,1,1,49,0,0,0,0,0,0,435737,421983,414453,422168,309278,102430,11472,13670,13596,14454,33720,32446,0
83028,2,2,2,30,-1,-1,-1,-1,-1,-1,1031,1583,776,776,776,776,1583,1000,776,1129,776,32511,1
83029,1,1,2,30,-2,-2,-2,-2,-2,-2,0,0,0,960,960,1185,0,0,960,0,1185,379,0
130000,2,2,1,30,0,0,0,0,-2,-2,41379,24462,15720,418,0,-37,3057,1047,0,0,36,0,0
30000,2,1,2,28,-1,-1,-1,0,0,0,3019,1479,18860,950,15920,0,1479,18881,0,4710,0,7153,0
251763,2,2,2,31,-2,-2,-2,-2,-2,-2,57,0,0,0,277,0,0,0,0,0,0,0,0
230000,2,1,2,24,0,0,0,0,0,0,69158,73712,68831,61534,25914,36313,8149,2294,5904,5542,15502,5000,0
20000,1,3,2,51,0,0,0,-1,0,-1,19363,19609,-391,19413,12223,6066,1200,2032,20394,347,886,12996,0
400000,2,3,1,37,0,0,0,0,0,0,76917,57558,144461,83747,85487,88315,4000,2042,3000,3000,4000,4000,0
83028,2,2,2,22,0,0,0,0,2,2,128811,60935,56585,77520,29002,30274,10278,3085,3191,13103,3158,0,0
83032,1,1,2,30,0,0,0,0,0,0,43226,19278,18403,19369,20094,17934,1300,2033,1300,1000,1000,1000,0
306742,1,3,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,306,0,0,1,9,2,0,0,0
20000,2,1,2,27,0,0,0,0,-1,-1,14088,8842,4541,2946,274,416,1136,1009,7,1190,416,831,0
24959,1,1,2,40,0,0,0,2,0,0,10934,13738,18682,10803,13057,14340,2829,3100,0,3000,1500,0,0
210000,2,2,1,44,0,0,0,0,0,0,128983,75456,86171,144673,89022,102369,3748,2033,2790,3217,2564,3151,0
83028,1,2,2,32,0,0,0,0,0,0,113650,154183,105428,76543,144089,74115,3999,6025,3069,3001,6791,3112,0
83036,2,2,2,30,3,2,0,0,2,0,128483,19735,143919,50605,49666,50689,1,2500,5864,0,2546,204,1
23770,1,2,2,25,0,0,0,0,0,0,7653,8864,10062,11581,12580,6266,1500,1500,1293,1500,1500,1500,1
176602,2,2,2,37,-2,-2,-2,-2,-2,-2,69,536,42,495,0,-42,536,0,1141,0,0,546,0
40000,1,1,2,27,0,0,0,0,0,0,21166,34055,32644,29645,22930,0,1554,2034,1384,1047,0,0,0
76463,2,2,1,33,0,0,2,-1,0,0,9530,12872,3724,153400,14788,21258,7000,44055,85953,16710,6796,6024,0
110000,1,3,2,49,0,0,0,0,0,0,113928,154034,110399,48532,38159,47869,11452,4379,12466,16732,6795,5000,0
20000,2,2,1,46,0,0,2,0,0,0,18355,20259,19534,16467,15548,13246,2853,10,577,430,1017,4,0
24721,2,1,2,24,2,2,0,0,0,0,23905,23244,23578,25871,26143,26724,0,2000,3126,1000,1000,3500,1
400000,2,1,1,48,-1,2,2,-2,-1,0,1908,1442,4764,-1010,3332,331,0,8513,457,4903,313,4816,0
360000,2,1,2,32,0,0,0,0,0,0,16039,20396,18176,13874,16073,10773,5000,2000,5019,2000,2573,5000,0
339527,1,3,2,30,0,0,0,0,0,0,304883,301286,258122,255309,233946,102431,11485,9221,9225,8112,6798,9000,0
50000,1,1,2,25,0,0,0,0,0,2,21763,19420,18176,38121,23281,21444,1645,2033,2817,2746,0,2037,0
420000,1,2,2,28,0,0,0,0,0,0,21008,23309,24612,34133,26333,21133,1136,2033,1500,1500,2000,191,0
100000,1,2,2,32,0,0,0,2,2,2,34904,57028,40950,41105,44090,48914,3000,2917,2766,4000,6787,2000,1
150000,1,2,2,35,0,0,0,-1,-1,-1,6055,8246,12865,418,7556,1393,2830,423,710,1100,1393,668,1
70000,2,1,2,30,1,2,2,2,2,2,52204,57543,46869,52330,104920,102432,75,1983,0,4206,2200,0,1
300000,2,2,1,29,0,0,0,0,0,0,321155,397998,138758,309670,305660,301693,11369,11380,11216,11069,6800,10028,1
160000,2,1,2,25,-1,0,-1,-1,0,0,6087,1934,11376,2199,10856,0,1222,11426,4340,385,0,9867,0
30000,1,1,2,28,2,2,4,4,3,4,37,687,37,37,37,291,0,23,2,1,0,0,0
180000,1,1,2,28,1,-1,-1,-1,-1,-1,9796,458,34413,6019,7602,7622,500,2044,3300,7602,7622,0,0
30000,2,2,1,53,0,0,0,0,0,0,20947,28151,30900,29412,26199,27116,1141,2032,1000,1133,886,2037,0
339464,2,1,1,44,-2,-2,-2,-2,-2,-2,6426,56895,816,30026,49154,1299,10584,824,4400,25664,2610,1833,0
80000,1,4,2,30,0,0,0,-2,-2,-2,59292,13943,59,419,0,0,5009,9,0,0,0,0,0
420000,1,1,2,30,1,2,2,-2,-1,-2,128963,9771,1844,43979,23702,46093,0,20,9690,752,30002,1056,0
90000,1,2,2,27,0,0,0,0,0,0,128970,57562,64926,34134,37466,28628,2580,2337,1281,1606,1371,1735,0
83029,1,3,2,26,0,0,2,0,0,0,125741,69272,62196,62809,38762,49110,5916,0,2315,1718,2575,4495,1
83028,2,2,1,30,0,0,0,0,0,0,28329,28980,29564,29710,37198,24857,1137,2033,1281,1102,886,716,0
94774,2,1,2,25,0,0,0,0,0,0,55368,58035,135048,143997,104866,51529,5000,7435,5000,5000,6796,5000,0
83031,2,2,2,29,0,0,0,0,0,0,128915,63335,66278,68928,104987,67900,3000,3500,3500,1902,2091,3000,0
20000,1,1,2,24,0,0,0,0,0,0,3277,4325,4490,5751,6500,6267,1182,2033,500,1000,1000,1000,0
83031,2,2,2,30,2,0,0,0,2,0,48177,49563,47750,47169,46284,47519,2500,2500,3700,0,2200,1800,1
166058,1,4,1,46,0,0,0,0,0,0,103138,94638,88227,144549,75285,78872,3929,4000,4000,3000,13000,32513,0
183101,1,2,1,37,-1,-1,0,0,0,-1,3292,40927,28306,31578,15548,11776,11484,1210,10015,10009,11783,110306,0
50000,2,2,1,48,0,0,0,0,0,0,44324,57562,46871,15386,31401,16573,2000,1880,2000,1000,2000,1500,0
500000,2,2,1,52,0,0,0,0,0,0,128987,75362,73547,47274,46454,41906,2847,3020,2823,2035,3014,3045,0
380000,2,3,1,39,0,0,0,0,-1,-1,7234,4772,4519,3818,4096,4058,1500,2000,2023,4102,6485,7021,0
221914,2,1,2,30,0,0,-1,-1,-1,0,21576,19369,15577,89851,86005,121319,5002,15579,89851,5000,23196,100000,0
50000,2,2,2,23,0,0,0,0,0,0,49100,47910,32842,19748,19403,19536,15000,2024,5004,1000,886,1000,0
200000,2,1,2,29,1,-1,-1,-1,-1,-1,128858,20318,4897,10803,19468,24585,8394,4927,9882,19561,0,1586,0
30000,2,2,1,39,-1,-1,2,-1,0,0,3332,5901,3963,4514,3129,-27,3963,16,4527,877,0,1015,0
60000,2,1,2,34,1,-2,-2,-2,-2,-1,0,0,15798,0,274,11688,3,15798,0,19,11688,191,0
183089,2,1,2,35,0,0,0,-2,-2,-2,53419,53358,944,0,0,0,7000,0,0,0,0,0,0
50000,1,1,2,27,1,-1,2,-1,-1,-1,3358,559,163,418,-129,325,1000,1,443,0,1000,203,1
120000,2,3,2,52,2,0,-1,0,0,0,149301,147912,118675,144674,100637,79613,3000,125000,4065,2744,3000,3000,1
339525,2,1,2,32,0,0,0,0,0,0,35064,57482,39233,39577,37250,46319,4000,2000,2000,4000,4000,4000,0
90000,2,3,1,47,0,0,0,0,0,0,84195,86795,88884,82163,22601,22029,4001,4400,3566,7694,1000,1000,0
160000,2,1,1,37,-1,-1,-1,-1,-1,-1,316,447,41,424,632,0,1136,3,316,632,0,316,0
180000,1,1,1,41,1,2,2,2,2,0,114952,117567,119314,120882,104980,99171,6000,5100,5000,0,5000,5000,1
390000,1,1,1,36,-2,-2,-2,-2,-2,-2,3693,7818,8051,-318,1965,3088,7857,8091,443,990,2575,8486,0
184883,2,3,1,39,-1,0,0,0,0,0,145687,146519,144315,144547,104985,122518,11485,4631,9782,5033,6795,4670,0
83028,1,2,2,25,1,2,0,0,0,0,15491,15934,17168,18376,19068,21330,1137,1500,1500,1000,1000,2500,1
80000,2,1,2,25,0,0,0,0,0,0,53685,15291,18176,34183,104882,36101,3291,5694,5435,5510,6101,8639,0
50000,2,3,2,22,2,0,0,2,0,0,31285,30275,26633,19576,15582,21369,3000,2000,0,4532,886,4500,0
50000,1,3,2,58,0,0,0,0,0,0,3279,7312,4447,5813,3985,3169,1140,1048,444,135,151,2058,0
183095,1,1,1,43,-2,-2,-2,-2,-2,-2,4013,5244,19281,9409,57023,2770,4709,7574,9497,57023,2770,1904,0
339522,1,1,2,27,-1,0,0,0,0,0,73903,66541,58665,43837,72069,102428,2924,2555,1515,37056,2413,1522,0
50000,2,1,2,30,-1,2,0,0,0,-1,2823,1760,2640,1760,880,1910,0,2032,0,0,2575,0,1
339530,2,1,1,35,0,0,0,0,0,0,128808,133340,133075,109705,104951,102426,10000,5000,5000,16661,10000,10000,0
338675,2,2,2,29,-2,-2,-2,-2,-2,-2,2548,12020,2539,6044,283,2580,12082,2539,2250,6,2580,171,0
310000,1,2,1,36,0,0,0,0,0,0,130881,36758,29180,22426,15548,21334,3012,5000,2795,5000,5000,2372,0
40000,2,1,1,30,-1,-1,0,0,0,-1,32540,14163,30107,31567,32583,32923,14163,20000,3000,3000,2190,0,1
83025,2,3,2,23,-1,-1,-1,0,0,0,850,0,8472,10806,1768,0,0,8472,0,0,0,302,0
190000,1,1,2,33,0,0,0,0,0,0,137502,127014,120826,144598,110396,113386,6112,4202,2790,4200,5000,4200,0
339525,2,1,1,38,1,-1,-1,-1,0,0,3277,4078,4832,31136,4367,3632,2841,2223,31136,100,0,1101,0
430000,2,2,2,51,0,0,0,0,0,0,416090,422898,409626,417113,363553,357476,17107,20015,18027,16690,6794,14006,0
338212,1,1,1,34,-2,-2,-2,-2,-2,-2,-9,1844,41,7681,0,0,2844,0,0,0,0,191,1
100000,1,3,1,67,2,2,2,2,2,2,16918,20511,19944,34144,23472,23016,2829,0,3260,1000,7,2286,1
183089,2,2,1,32,0,0,0,0,0,0,18400,18699,26919,29801,40433,51329,10000,10018,9885,15000,18942,32513,0
80000,2,2,2,30,1,2,2,2,2,2,54033,52595,56709,55201,104983,70582,0,5000,0,15000,2542,0,0
210000,2,1,1,46,-1,-1,-1,-1,-1,-1,20819,41986,54353,20076,16171,6372,11478,21874,84533,16171,586,32441,0
270000,2,1,1,41,-1,-1,-1,-1,-1,-1,1278,435,4480,1280,4438,526,1875,3568,1280,1898,0,2605,0
10000,1,2,2,24,0,-2,-2,-2,-2,-2,1082,5280,757,876,4412,340,1204,2032,876,3551,0,13460,0
82986,1,2,1,34,0,0,0,0,0,0,56340,57338,15360,15031,12173,11728,2000,2000,1279,2000,1000,2035,0
180000,2,2,2,33,-1,-1,-1,-1,0,0,506,0,174,1974,3462,4114,0,174,2788,2600,2000,3500,0
150000,1,1,1,27,-1,-1,-1,-1,-2,-2,390,0,7171,0,0,0,0,780,278,0,0,0,0
183089,1,1,2,30,0,0,0,0,0,0,76215,72149,46869,38495,35807,24871,22365,10000,3993,16731,10000,7780,0
20000,2,1,2,26,0,0,0,0,0,0,17921,19411,18177,16479,15548,19951,1140,1640,1506,1129,888,2038,0
360000,1,1,2,30,-1,-1,-1,0,0,-1,586,14074,5672,5084,3317,1646,14076,5512,0,1,1646,580,0
420000,2,1,2,32,0,0,0,2,0,0,128982,154202,144104,87076,55508,102433,4118,14000,0,1837,2276,144204,0
80000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,4461,658,3882,0,35,2033,658,2060,0,0,0
20000,1,2,1,39,0,0,0,0,0,0,7472,9304,9369,5873,5990,6231,1183,2002,3098,356,338,2164,0
83028,1,2,1,39,-1,2,-1,0,-1,-1,11178,1396,4443,1762,1381,1061,0,5696,0,1381,1061,1320,1
10000,1,1,1,24,-2,0,-2,-1,0,0,55940,-391,-781,9211,9422,84986,0,0,10500,500,1507,1000,0
320000,2,2,1,39,0,0,2,2,0,0,304057,318844,144439,320622,303651,102409,20000,10000,450,16719,7161,8000,1
50000,1,3,2,24,0,0,0,0,0,0,43087,51928,46865,43143,15548,-317,2100,3260,4080,1000,0,196,1
20000,2,3,2,50,2,0,0,0,2,2,11545,12945,13972,17682,15183,16182,1144,1542,2300,0,1400,192,1
50000,1,1,2,26,-2,-2,-2,-2,-2,-2,21,0,41,0,0,-33,0,0,34,0,0,0,0
170000,2,2,1,45,0,0,0,0,0,0,128968,169944,144505,162988,125969,127643,6081,6336,9809,4452,4592,4670,0
60000,1,2,1,52,0,0,0,0,0,0,59617,57551,35136,34131,27197,21346,3224,3000,1284,2745,886,3016,0
339530,2,1,1,32,0,0,0,0,0,0,67761,63187,58719,60737,63593,102065,8007,2200,3000,2745,6265,8000,0
240000,1,1,1,38,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1
83028,1,1,2,26,0,0,0,0,0,0,128986,57551,47409,34133,45654,26525,2179,2034,1525,18236,956,2000,0
200000,2,1,1,41,-2,-2,-2,-2,-2,-2,3718,0,0,1115,0,0,98,0,1115,5,0,191,0
83019,2,3,1,42,0,0,2,2,2,2,26550,28208,28642,34079,37300,31933,2829,1200,3069,1100,1013,2048,0
80000,2,2,2,23,0,0,-1,0,0,0,128800,82687,80613,80671,72785,74313,11485,47608,2798,2600,2696,2812,0
160000,2,1,1,31,-1,-1,-1,-1,-2,-2,3285,0,12548,0,277,0,0,12548,10,0,0,191,0
270000,1,1,1,39,0,0,0,0,0,0,128984,167536,144443,144650,104970,45258,6900,7900,8800,16660,2100,60000,1
50000,1,1,1,30,0,0,2,0,0,0,40505,46745,46665,45515,45470,4220,6930,0,1200,155,3000,0,0
120000,2,2,1,37,-1,2,0,0,0,0,3304,200,42200,42000,42000,86,0,42000,200,0,0,194,0
238184,1,1,1,41,-1,-1,0,-1,-1,-1,20809,37068,14271,9884,4090,6108,37092,10071,9784,4090,6108,32477,0
339526,2,1,2,29,-1,-1,-1,2,0,0,2688,7175,12411,9119,29280,23093,11486,7435,10,29047,6796,3523,0
360000,2,2,2,39,1,-1,-1,-1,-1,-1,0,7221,26194,0,3550,2511,7221,26194,0,3550,2511,9116,0
50000,1,2,2,33,2,0,0,-1,-1,0,44759,57560,1473,390,1573,44,2330,1473,289,1573,0,780,0
339530,2,1,2,48,0,0,0,0,0,0,128985,154248,178698,182101,155517,154668,11484,10000,8004,16671,6000,10000,0
30000,1,3,2,39,4,3,2,7,7,7,2646,2646,2646,20495,2646,2646,0,0,0,0,0,235,0
290000,1,2,1,30,0,0,0,0,0,0,128987,254163,144477,236027,123365,102438,11484,8607,8000,8525,6795,32511,0
60000,2,2,1,57,0,0,0,0,0,0,20841,22131,22685,24938,25085,20131,1139,2041,1281,926,892,0,0
60000,2,2,2,48,2,2,2,2,4,2,60717,59183,62075,60501,104946,102448,0,4500,0,2744,0,2200,1
220000,2,2,1,44,2,2,0,0,0,0,195375,185993,184568,168683,158742,161499,10,7434,7356,5300,5550,5050,0
182942,2,2,1,30,1,2,2,0,0,0,147833,148066,142163,144686,104988,135165,11485,27,9772,5000,5000,3760,0
180000,2,2,2,30,-1,-1,-2,-2,-2,-2,4184,0,41,0,0,-27,34,0,0,0,0,0,0
80000,2,2,1,45,0,0,0,0,0,0,79552,81392,80966,79295,104921,80672,3130,3107,2847,3134,3072,3010,0
23786,1,2,1,35,0,0,0,2,0,0,21236,19369,12702,12206,12701,13839,1476,3500,0,1000,1500,0,1
210807,2,1,1,39,0,0,0,0,0,-1,301,11101,58508,57855,134,11421,11484,47610,134,0,6758,0,0
183089,1,1,2,49,0,0,0,-1,-1,-1,128989,39451,20027,15000,14958,-39,9024,1104,15000,14958,0,0,0
430000,1,2,1,52,0,0,-1,0,0,0,52930,61231,354716,361373,368484,365148,510,47560,15066,14126,13065,32469,1
20000,2,1,2,38,-1,0,0,3,2,2,3527,4556,5867,5495,5126,5899,1241,1700,6,0,1000,1992,1
186600,1,1,2,29,-1,-1,2,0,0,-1,1712,2304,978,652,326,1052,2877,794,12,0,1052,652,1
183104,2,2,2,46,0,0,0,0,0,0,162110,156444,151504,151377,148530,149628,11484,6000,9788,6000,6795,6000,0
10000,1,2,1,44,0,0,2,0,0,0,42752,9080,8794,9604,15548,6267,2829,0,1192,0,887,0,0
110000,2,2,1,45,0,0,0,0,0,0,36267,37234,37341,38208,39121,39785,1587,2032,1281,1129,957,1514,0
54316,2,1,1,33,0,0,0,0,0,0,19820,20191,26276,36688,21713,22143,1389,46899,915,1128,886,821,0
130000,1,2,1,52,0,0,2,0,0,0,44370,51562,47928,45456,42704,2552,4600,0,1500,0,2000,0,0
80000,1,1,2,27,-1,3,2,2,2,-1,50507,1948,1770,1689,2946,6267,0,19890,1400,0,57,816,0
200000,2,2,2,39,-2,-2,-2,-2,-2,-2,2880,623,0,0,2894,210,0,0,0,15541,886,2019,0
83510,2,2,2,29,-1,-1,-1,-1,-1,-1,18858,11056,4475,4761,13734,4254,11056,5603,3506,2747,6788,3438,0
20000,1,2,2,24,0,0,0,0,0,0,20807,11193,12207,14402,16399,20929,1193,2032,2798,2399,965,0,0
120000,1,1,1,37,-1,-1,-1,-1,-1,-1,32050,2475,52150,2740,4626,56,6351,52150,2813,4626,802,196,0
120000,2,2,1,35,-1,-1,2,2,2,2,2415,11837,13380,24007,50584,31576,9886,0,20000,0,10000,0,0
80000,1,1,1,52,2,2,2,2,2,2,40509,40551,42592,43296,43892,43060,1000,3000,1700,437,70,3500,0
339434,2,1,1,33,-1,0,0,0,0,0,30973,32008,30911,33410,34327,34500,1537,1418,939,1193,888,0,0
110000,2,1,2,39,2,2,2,2,2,2,600,600,600,420,600,600,133,0,8,1,0,0,1
520000,2,1,2,35,0,0,0,0,0,0,57536,60912,56728,55758,57911,54152,11485,7000,5000,5004,5000,4668,0
20000,1,3,2,23,0,0,0,0,0,0,20801,20388,19145,20124,20127,21334,1300,1330,1309,1129,719,1000,0
338881,2,1,2,29,0,0,0,0,0,0,42518,31386,24540,22187,12900,6332,1740,2035,452,448,2000,32086,0
20000,2,2,2,24,0,0,0,2,0,0,17372,17859,20567,19928,15548,19408,1500,2032,0,1000,1000,1500,0
100000,2,3,2,58,0,0,0,0,0,0,44597,44686,45634,46576,37375,51404,2000,2000,2794,2000,6796,30000,0
50000,1,3,2,47,0,0,0,0,0,0,43836,57556,46658,44441,15548,17781,2947,2033,2013,700,1000,1000,0
230000,1,2,2,39,2,2,2,2,2,0,177917,181465,185074,144667,176805,180826,8000,8000,6500,0,7000,6500,0
24156,2,1,2,30,0,0,0,0,0,0,27283,19295,29427,29548,37205,29943,1136,1600,1607,1128,1028,918,0
83029,1,2,2,45,-1,-1,-1,-1,-1,-1,1876,1876,1876,1876,4397,6265,1876,1876,1876,1876,2575,1876,1
80000,1,1,2,24,0,0,0,0,0,0,77225,75429,71977,57235,37192,48039,2829,2502,2205,1702,1800,1908,0
30000,2,2,1,27,0,0,2,0,0,0,27347,31402,30047,30869,37363,29831,5500,947,3000,1129,2449,3000,0
200000,2,3,1,36,0,0,0,0,0,0,128985,154241,175956,171340,177236,181978,11485,8045,8000,16730,6779,21637,0
20000,1,2,1,33,0,0,0,2,2,-2,20818,17483,19509,18828,0,-32,1142,3081,0,0,0,0,1
230000,2,1,1,53,-1,-1,-2,-2,-2,-2,10000,0,0,17424,0,0,0,406,181,0,0,0,0
183077,2,3,1,29,0,0,0,0,0,0,203621,203424,199728,195609,131981,131294,11485,7435,6600,16731,4900,4726,0
289851,1,1,1,36,-1,0,0,0,0,0,129640,153433,143979,116696,194483,195454,11482,19230,85692,94503,10000,40000,0
183087,2,2,2,30,0,0,0,0,0,0,14445,19759,19885,22355,22902,21313,1500,4911,9783,10902,3500,5493,0
260000,1,1,2,39,1,2,0,0,2,0,149124,145333,144505,144589,155683,158771,10567,7434,9782,0,5847,5873,1
90000,2,1,2,33,0,0,0,2,2,2,33035,34178,36133,38240,37325,102200,2000,2500,3000,0,3000,2000,1
380000,1,3,1,46,1,-2,-1,-1,-1,-1,0,0,224,4034,0,2062,0,224,4034,0,1327,0,0
80000,2,1,1,45,0,0,0,0,0,0,77402,78997,79821,79308,104973,102207,2900,3600,10002,1754,1765,3795,0
