LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
390000,2,2,2,33,0,0,0,0,0,0,45818,144656,148366,99008,69990,71935,2093,6000,3704,2741,3314,2556,0
30000,2,2,2,28,0,0,0,0,0,0,28494,28139,27480,30248,25304,32454,2085,1804,1800,1000,1200,1500,1
120000,2,1,2,30,-1,-1,-1,0,-1,-1,3945,3818,10863,1601,1126,21348,6608,10863,0,1126,4802,5528,0
235456,2,1,2,29,-2,-2,-2,-2,-2,-2,134,3771,664,0,627,5506,3775,28757,0,404,5506,1847,0
235401,2,1,1,36,1,-2,-2,-1,-1,-1,114,314,0,2096,84,207,1961,0,1983,0,876,49974,0
60000,2,2,1,35,1,2,2,2,3,3,5601,5288,6772,6515,5824,7487,0,2047,0,1500,0,153,0
480000,2,2,1,39,-1,-1,-1,-1,-1,-1,5269,1981,16320,9272,2718,1498,2217,5010,9272,2718,1498,1140,0
23752,2,3,2,45,-2,-2,-2,-2,-2,-2,0,11591,0,0,300,390,1,0,0,300,390,300,0
80000,1,2,1,32,0,0,0,0,0,0,48658,45955,45664,41358,42379,38052,2145,2047,2009,5017,2731,5002,0
105547,1,2,2,53,0,0,0,0,0,0,108290,124858,78363,48902,25289,-1719,3261,2342,51473,1221,822,32485,0
235409,2,2,1,39,0,0,0,0,0,0,210946,123081,213931,212770,211098,202491,16923,7714,7283,7407,10000,4723,0
240000,1,1,1,30,0,0,0,0,2,2,14559,15513,17242,18450,18013,19406,1500,2000,1500,0,1700,700,0
20000,2,1,2,54,0,0,0,2,3,2,14034,27009,20035,18123,18835,24354,1500,5000,0,0,0,1549,1
235408,2,2,2,24,-1,2,-1,2,-1,-1,2227,314,-12,316,316,632,0,632,0,573,632,214,0
50000,2,3,1,44,1,2,2,2,0,0,49615,48552,50175,12790,12743,17305,53,2054,0,2162,5000,3000,1
20000,1,2,1,39,0,0,0,0,-2,-2,18401,19784,20650,0,0,0,2093,1650,0,0,0,0,0
720000,2,1,1,44,0,0,0,0,0,0,125529,112933,105582,104501,67244,79411,9178,7528,10092,3020,2591,10081,0
235407,1,1,1,30,0,0,0,0,0,0,31808,28773,28739,21055,14714,7323,2106,1216,3127,3046,2011,142,0
235408,2,2,1,39,-1,-1,-1,-1,-1,-1,671,671,671,671,671,1030,671,2050,1336,671,1492,0,0
190000,1,1,2,32,0,0,2,0,0,0,11360,6192,4988,3440,5823,3228,2450,0,200,1000,1000,1000,0
340000,1,3,2,30,0,0,0,0,0,0,2982,4777,5719,12519,15299,15905,3000,3000,5000,3000,10289,10000,0
20000,1,2,2,37,1,2,2,0,0,3,17890,17382,16385,18073,20314,19704,1500,0,1336,2700,0,153,1
20000,1,2,2,24,-1,-1,-1,-1,-1,-1,2522,314,0,780,0,780,2088,5,780,0,780,0,0
232922,1,2,2,25,1,-1,-1,-1,0,0,0,850,2620,66397,52050,44226,850,2620,38700,24,2000,15000,0
140000,2,2,2,30,-1,-1,-1,-1,-1,-1,2844,5132,390,390,6580,-232,4000,390,390,6580,0,780,0
23819,2,2,2,41,-2,-2,-2,-2,-2,-2,43672,678,330,330,330,330,678,330,1338,330,901,330,1
50000,1,3,1,55,0,0,-2,-2,-2,-2,17905,0,0,0,84,0,0,0,0,0,0,0,1
210000,2,2,2,30,0,0,0,2,2,2,47092,28779,50999,103718,25304,54404,2150,5000,2020,0,2879,2095,0
104954,1,1,2,23,-1,-1,-1,-1,-1,-1,980,3413,1068,1386,2800,3696,2095,11000,2000,2000,6396,4658,0
105641,1,3,1,49,0,0,0,0,0,0,108233,74983,99136,106871,68769,68955,2085,2055,1336,2360,2574,2759,0
160000,1,1,2,34,1,2,-1,0,0,0,107623,27463,34073,15676,26298,11818,105,142848,1800,90000,2737,3400,1
20000,1,2,2,24,1,2,0,0,0,0,17885,18114,18437,19267,19696,16876,0,1370,1200,1000,5000,1500,0
70000,2,1,1,39,0,0,0,0,0,2,40466,41805,42520,43378,46664,32454,1994,1709,1567,4000,1160,2000,1
500000,1,1,1,49,0,0,0,0,0,0,333758,421983,414453,422168,159833,413326,20157,13670,7499,14454,33720,32503,0
130000,2,2,2,24,-1,-1,-1,-1,-1,-1,1031,1583,776,342,1344,1030,2105,2056,776,776,776,12184,1
100000,2,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,960,960,1185,0,3,960,2,1185,379,0
105921,2,2,1,34,0,0,0,0,-2,-2,41379,24462,16361,0,0,0,2085,3203,0,0,0,0,0
30000,2,1,2,24,-1,-1,-1,0,0,0,3019,1479,18860,950,5660,7399,1479,18881,0,4710,0,7153,0
235291,2,2,2,31,-2,-2,-2,-2,-2,-2,119,0,544,0,0,0,0,0,0,0,0,153,0
230000,2,3,2,24,0,0,0,0,0,0,69158,126799,68831,61534,25914,32464,8149,2047,5904,5854,12929,4721,0
20000,1,3,2,49,0,0,0,-1,0,0,19363,19609,-391,19413,12223,2110,2092,160,20394,347,2110,12996,0
459613,2,3,1,37,0,0,0,0,0,0,76917,79075,81864,106761,85487,88315,4000,4000,3000,3000,4000,4000,0
60000,2,1,2,22,0,0,0,0,0,2,60434,60935,56585,77520,102837,24427,2141,2064,3623,5952,2567,0,0
50000,1,1,2,26,0,0,0,0,0,0,17977,28799,18403,18159,20094,17934,1300,1300,1336,1221,1000,1000,0
234812,1,3,2,33,-2,-2,-2,-2,-2,-2,0,316,0,0,0,0,0,0,0,0,0,153,0
20000,2,1,2,27,0,0,0,0,-1,-1,14088,8842,6653,2946,1186,-232,2085,2048,7,1217,416,1962,0
24612,1,1,2,40,0,0,0,2,0,0,10934,13738,16567,10757,25681,14340,3000,2047,0,3000,1500,0,0
210000,2,2,1,44,0,0,0,0,0,0,73487,75456,98994,87895,67893,122283,3748,2088,3081,6010,3312,3151,0
120000,1,2,2,32,0,0,0,0,0,0,113650,105592,105428,106935,144089,125505,3999,6025,3069,3001,6000,3112,0
100000,2,1,2,24,1,2,0,0,2,0,107986,126416,43469,50605,49666,32450,0,2047,5864,0,2000,2000,1
30000,1,2,2,25,0,0,0,0,0,0,7653,28762,10062,11581,25268,13716,2085,1500,1336,1500,1500,765,1
233579,1,2,2,39,-2,-2,-2,-2,-2,-2,162,536,0,495,92,0,536,2,8,0,0,546,0
40000,1,1,2,27,0,-1,0,0,0,0,33077,34055,45660,30337,25297,0,6085,2047,1336,570,0,155,0
233960,2,1,1,33,0,0,0,-1,0,0,9530,12872,19578,106025,25303,32456,2085,0,153400,660,10000,6000,0
110000,1,3,2,49,0,0,0,0,0,0,113928,112775,99199,48532,44703,32454,4915,4379,12466,5000,5294,5000,0
20000,2,2,2,24,0,0,2,0,0,0,17890,20259,16246,18073,15746,13246,2900,4,577,409,1017,4,0
23697,2,1,2,24,2,2,0,0,0,0,23905,30170,16386,25871,25295,26724,0,2000,3000,1000,869,3500,1
400000,2,1,1,48,-1,2,2,-2,-1,0,1908,1442,8162,1837,3332,1031,22,2675,1336,4903,860,4816,0
360000,2,3,1,32,0,0,0,0,0,0,16039,28773,19382,18049,9398,9894,5000,2000,5019,2155,2500,5000,0
360000,1,1,2,34,0,0,0,0,0,0,333743,301286,258122,255309,233946,235916,15000,7461,9225,8112,8369,9000,0
50000,1,1,2,25,0,0,0,0,0,0,19456,28774,21241,18073,25304,22756,1645,1400,900,2000,18724,4072,0
460065,1,2,2,28,0,0,0,0,0,0,22872,28773,24612,24608,26333,27887,1700,2000,1500,1500,2000,1567,0
100000,1,2,2,32,0,0,0,2,2,2,34904,28773,42076,106899,44090,32437,3000,6000,1309,1319,5700,2000,1
235407,2,2,2,39,-1,-1,-1,-1,-1,-1,4301,321,6979,817,1095,1393,4000,3792,821,1218,1393,4723,1
98594,2,1,2,26,1,2,2,2,2,2,52204,53250,53799,106897,55666,126200,2091,1983,0,4206,2737,0,1
300000,2,2,1,29,0,0,0,0,0,0,321155,399657,313600,309670,305660,301693,11369,11380,7500,6004,12933,32507,1
235004,2,1,2,25,-1,0,-1,-1,0,0,6087,1934,16424,2199,10856,0,1000,11426,2199,10000,0,9867,0
30000,2,1,2,28,2,2,4,4,0,4,125,359,37,37,37,37,0,0,0,0,0,0,0
180000,1,1,2,30,0,-1,-1,-1,-1,-1,9796,500,2475,6019,7602,7622,2086,2048,2830,7602,7622,0,0
23732,2,2,1,53,0,0,0,0,0,0,26891,28771,28827,30291,26199,27116,2000,1500,1000,1000,1351,1115,0
235298,1,1,1,50,-2,-2,-2,-2,-2,-2,6426,-4,816,106446,49154,4923,0,824,31144,25664,2610,1833,0
105537,1,5,2,30,0,0,0,-2,-2,-2,59292,13943,0,0,0,0,5009,2,0,0,0,0,0
420000,1,1,2,30,1,2,2,-2,-2,-2,108165,9771,0,24794,23702,46093,66741,6768,24683,752,30002,1056,0
90000,1,2,1,27,0,0,0,0,0,0,108270,126639,64926,59949,65788,48170,2580,2337,1634,1220,1371,620,0
70000,1,3,2,30,0,0,2,0,0,0,64494,69272,45665,106917,48047,49110,5916,0,2315,1718,37294,2000,1
57711,2,2,1,24,0,0,0,0,0,0,28329,28980,29564,29710,29700,0,1800,1774,920,1220,4014,0,0
105534,2,3,2,25,0,0,0,0,0,0,55368,58035,47313,44568,25304,51529,5000,5000,5000,6007,5000,5000,0
120000,2,2,2,30,0,0,0,0,0,0,61470,126828,66278,68928,67963,67900,2085,3500,3500,2657,2091,3000,0
123531,1,2,2,22,0,0,0,0,0,0,3281,4325,6484,5751,6500,7386,2085,1100,500,1000,1000,914,0
90000,2,2,2,28,2,0,0,0,2,0,42354,29100,47750,47169,46284,47519,2500,2500,3700,0,2200,1297,1
200000,1,4,1,46,0,0,0,0,0,0,108048,94638,88227,82087,67230,78872,3929,4000,7501,3000,13000,13000,0
180000,2,2,2,37,-1,-1,0,0,0,-1,8788,40927,28306,91283,21195,9894,26334,1210,10015,6010,11783,110306,0
50000,2,2,1,48,0,0,0,0,0,0,44324,43053,45589,18073,31401,16573,2000,1880,2000,1000,2000,1498,0
500000,2,2,1,48,0,0,0,0,0,0,79640,126414,99211,47274,25293,41906,2085,3020,2010,2035,3014,3045,0
380000,2,3,1,39,1,0,0,-1,-1,-1,7234,4772,2579,3818,4096,4058,1500,2117,2023,4102,4448,4724,0
330000,2,1,1,34,0,0,-1,-1,0,0,21576,24226,16405,89851,159965,121319,5002,15579,89851,5000,50000,100000,0
50000,2,2,2,23,0,0,0,0,0,0,49100,28772,32842,18068,25303,19536,9178,2024,5004,1000,919,1000,0
200000,2,1,2,29,1,-1,-1,-1,-1,-1,55788,8360,7496,5065,25301,0,8394,7461,7500,19561,39,125,0
30000,2,2,2,30,-1,-1,2,-1,0,0,2828,8709,19,5191,5602,3383,3963,3,4527,3,2742,1015,0
235298,2,1,2,30,1,-2,-1,-1,-2,-1,0,7788,16393,0,0,11688,0,15798,1,36,11688,0,0
220000,1,1,1,35,-1,0,0,-2,-2,-2,62290,29702,0,0,0,-232,7000,2,0,0,0,175,0
105585,1,1,2,27,1,-1,2,-1,-1,-1,-45,559,163,267,-129,-231,1000,2,2245,11,1341,500,1
105570,2,3,2,50,-1,0,-1,0,0,0,107624,149540,118675,120047,100637,79613,3000,125000,4065,4000,3000,3000,1
310000,2,1,2,30,0,0,0,0,0,0,35064,38195,45664,39577,25299,46319,4000,2000,2000,6011,2730,4000,0
90000,1,3,1,47,0,0,0,0,0,0,84195,126826,99181,82163,25304,32453,2085,2050,3566,7694,1000,1000,0
235408,2,1,1,39,-1,-1,-1,-1,-1,-1,195,313,0,316,632,0,316,0,316,404,0,316,0
180000,1,1,1,41,1,2,2,2,2,0,108284,117567,119314,120882,117450,120398,6000,5100,5000,0,5294,5000,1
390000,1,1,1,36,-2,-2,-2,0,0,-2,8040,5356,8051,-5,1965,3088,7857,8091,5,990,3108,32420,0
200000,2,3,1,39,-1,0,0,0,0,0,145687,146519,99206,106932,124688,122518,7627,7461,5066,5033,5007,5125,0
50000,1,2,2,25,1,2,0,0,0,0,15491,15934,17168,18376,19068,19760,1000,1500,1336,1220,877,2500,1
123200,2,1,2,25,0,0,0,0,0,0,53685,15291,20694,25435,30510,36101,2086,5694,5435,6009,6101,6742,0
50000,1,3,2,22,2,0,0,7,2,0,31285,30275,26633,19576,15794,19496,1854,2000,12,5979,4500,153,0
54646,1,3,2,58,0,0,0,0,0,0,26900,7312,6959,5191,5850,3169,1140,2052,163,404,151,2000,0
235406,1,1,1,43,-2,-2,-2,-2,-2,-2,3005,15621,6593,9409,57023,2776,9190,7574,9497,38208,2770,2221,0
380000,1,1,2,27,-1,0,0,0,0,0,73903,66541,44694,43837,72069,126061,2924,2555,1515,37056,2756,2099,0
50000,2,1,2,25,-1,2,0,0,0,-1,2823,1703,2640,2078,880,1910,0,1760,0,0,1910,413,1
440000,2,1,1,35,0,0,0,0,0,0,128808,133340,97024,109705,157861,125653,9179,5000,5000,7126,10000,10000,0
430000,2,2,2,29,-2,-2,-2,-2,-2,-2,2848,12020,2539,5390,456,4333,12082,2539,0,2326,2580,171,0
310000,1,2,1,36,0,0,0,0,0,0,52191,36758,29180,22426,25304,32450,2085,5000,2000,5000,5000,3000,0
40000,2,3,2,27,0,-1,0,0,0,-1,10689,28773,30107,31567,32583,31309,14163,6791,3000,3000,12919,0,1
105533,2,1,2,23,-1,-1,-1,0,0,-1,4659,313,16692,8585,1768,0,0,8472,23,0,46,9038,0
190000,1,1,2,30,0,0,0,0,0,0,108288,127014,120826,112211,160121,126148,6112,4202,4200,4200,5000,4200,0
234827,2,1,1,38,1,-1,-1,-1,0,0,-25,4078,2479,103648,23327,3632,4103,2223,31136,100,925,1101,0
430000,2,2,2,48,0,0,0,0,0,0,416090,399680,409626,417113,160121,357476,17107,20015,18027,5802,13010,14006,0
450000,2,1,1,30,-2,-2,-2,-2,-2,-2,-9,1844,0,0,0,629,1853,0,0,0,0,0,1
100000,1,3,1,67,2,2,2,2,2,2,41078,20511,16389,22915,23472,23016,2089,0,3260,179,0,1118,1
160000,2,2,1,32,0,0,0,0,0,0,17891,18699,26919,29801,40433,10336,10000,10018,7501,15000,20000,32498,0
80000,2,2,2,30,1,2,2,2,2,2,56482,28776,56709,55201,69270,70582,0,5000,0,15000,2600,0,0
210000,1,1,1,46,-1,-1,-1,-1,-1,-1,110346,41986,21874,20076,16171,586,69091,21874,9282,16171,586,30380,0
228218,2,1,1,41,-1,-1,-1,-1,-1,-1,1278,-4,3564,1280,1898,0,0,3568,1280,1898,1,2605,0
10000,2,2,2,23,-2,-1,-2,-2,-2,-2,1082,2731,757,876,3551,-232,2731,757,876,3551,0,13460,0
50000,1,2,1,50,0,0,0,0,0,0,37699,35203,15360,13044,25304,11728,2000,2000,619,2000,1000,1005,0
180000,2,2,1,30,-1,-1,-1,0,0,0,506,1583,51262,1974,3462,5637,0,174,1800,2600,2000,3500,0
235408,1,1,1,27,-1,-1,-1,-1,-2,-2,113,0,780,0,0,5138,0,2047,0,0,4,0,0
150000,1,1,2,32,0,0,0,0,0,0,76215,72149,58228,106935,25303,24871,22365,7475,7501,15838,12326,7780,0
20000,2,1,2,26,0,0,0,0,0,0,17921,18362,16600,18069,16694,17334,1333,1640,1506,721,1000,1000,0
360000,2,1,2,25,-1,-1,-1,0,0,-1,586,14074,5672,5189,3317,1646,14076,5672,0,0,1646,3875,0
420000,1,1,2,32,0,0,0,0,0,0,90875,91789,101083,87076,55508,124710,4118,14000,0,1837,3010,144204,0
124414,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,641,658,1449,0,0,641,658,2019,0,0,0
20000,1,1,2,38,0,0,0,0,0,0,17924,77016,9369,5873,5990,6231,2000,2002,1351,215,338,2164,0
120000,1,2,1,44,-1,2,-1,0,-1,-1,4936,2476,5696,1762,1381,1061,0,5696,1,1381,931,1320,1
186179,2,1,2,24,-2,-2,-2,-1,0,0,-2,-391,-781,9211,9422,19506,1,20,10500,500,500,1000,0
320000,2,1,1,42,0,0,2,2,0,0,304057,318844,324589,106894,252323,126145,20000,10000,450,3554,7161,8000,1
50000,1,3,1,38,0,0,0,0,0,0,43087,34854,44425,99444,25304,-229,2100,3260,741,1218,0,16628,1
23705,2,3,2,50,2,0,0,0,2,2,11545,29545,13972,18073,15183,16182,1600,2047,2300,0,1400,800,1
50000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,394,0,0,0,0,0,0,0,0,0
170000,2,2,1,45,0,0,0,0,0,0,169625,169944,169829,162988,160124,127643,6081,6336,5205,6010,4592,4677,0
60000,1,2,1,57,0,0,0,0,0,0,59617,47807,35136,30262,25310,26528,2128,3000,7469,2166,4001,3016,0
350000,1,1,1,32,0,0,0,0,0,0,67761,126828,58719,60737,67245,82202,9179,2200,3000,4000,20000,8000,0
240000,1,3,1,39,2,2,-2,-2,-2,-2,2500,1299,0,342,90,0,0,0,0,0,0,0,1
110000,1,1,2,30,0,0,0,0,0,0,58301,30421,47409,47743,45654,26525,2179,2052,1525,1220,1500,2000,0
200000,2,1,1,39,-2,-2,-2,-2,-2,-2,7812,413,0,1115,287,0,91,0,1115,0,0,0,0
54104,1,3,1,42,0,0,2,2,2,2,26550,28208,28642,30219,31133,32501,2400,1200,2820,1100,1500,1300,0
80000,2,2,2,23,0,0,-1,0,0,0,80715,126826,80613,80671,67247,123826,5000,81000,2776,2600,2696,2098,0
160000,2,1,1,31,-1,-1,-1,-1,-2,-2,2842,0,12548,0,0,0,0,12548,0,0,0,153,0
270000,1,1,1,37,0,0,0,0,0,0,174532,167536,171865,106935,105523,34050,6900,7900,7501,4700,2810,60000,1
50000,1,1,1,33,0,0,2,0,0,0,40505,4569,45727,45515,45470,4220,9123,0,1200,126,3000,0,0
120000,2,2,1,29,-1,2,0,0,0,0,200,200,98920,42000,42000,-147,0,42000,200,0,0,308,0
220000,1,1,1,41,-1,-1,0,-1,0,-1,18163,29212,14271,9884,4090,5583,37092,10071,9884,6011,6108,19933,0
231749,2,1,2,29,-1,-1,-1,0,0,0,2688,28772,12411,9119,29280,23093,11486,7572,7500,43342,6153,4723,0
360000,2,1,2,39,1,-1,-1,0,-1,-1,0,7221,26194,413,3550,2511,9180,39948,0,3550,2511,6895,0
50000,1,2,1,33,2,0,0,0,0,0,42923,42803,1473,390,1573,390,2330,1473,390,1573,58,780,0
390000,2,2,2,48,0,0,0,0,0,0,171189,126820,178698,182101,155517,154668,10000,10000,7498,10000,5294,32508,0
30000,1,3,1,40,4,3,2,7,7,7,2646,2646,2527,2646,2646,5840,0,0,0,0,0,0,0
290000,1,2,1,30,0,0,0,0,0,0,351890,254163,250180,236027,221443,198031,11000,7479,8000,8525,12949,10000,0
60000,2,2,1,57,0,0,0,0,0,0,20866,28799,16387,24938,25085,28862,4574,2000,2950,600,4600,4510,0
60000,1,2,2,48,2,3,2,3,2,2,60717,59183,62075,60501,61808,60668,0,165,1336,2400,0,1650,1
220000,2,2,1,44,2,2,0,0,0,0,195375,185993,184568,106922,158742,161499,600,8304,7356,5300,5550,5050,0
150000,2,2,1,34,1,2,2,0,0,0,147833,126826,142163,135075,135309,135165,9178,27,4610,5000,5296,4723,0
180000,2,2,2,29,-1,-1,-2,-2,-2,-2,2839,0,0,0,84,0,0,0,0,0,0,0,0
105562,2,2,1,39,0,0,0,0,0,0,79552,81392,99190,79295,81142,80672,2085,3107,2994,3134,2730,3010,0
30000,1,2,1,39,0,0,0,2,0,0,8348,9678,12702,10764,12701,13839,1476,3500,0,1000,1500,0,1
500000,2,1,1,44,-1,0,0,0,0,-1,301,11057,58508,106931,3252,11421,11063,49019,134,43,11421,0,0
180000,1,1,2,30,0,0,0,-1,-1,-1,48252,39451,20027,12256,14958,3041,9024,1104,7489,14958,0,0,0
460060,1,2,1,46,0,0,-1,0,0,0,31127,35307,354716,361373,368484,64313,510,358689,15066,6013,13065,12908,1
20000,2,1,2,39,-1,0,0,3,2,2,3527,4556,6481,5495,5126,5899,1241,1700,3,0,1000,0,1
140000,1,1,2,29,-1,-1,2,0,0,-1,1712,2304,978,652,326,1052,2314,0,0,0,1052,652,1
170000,2,2,2,46,0,0,0,0,0,0,162110,156444,151504,151377,146336,51892,6000,6000,7501,6000,12954,4723,0
10000,1,2,1,39,0,0,2,0,0,0,6696,9080,8794,10764,9604,9895,2085,0,1336,0,196,153,0
105604,2,2,1,39,0,0,0,0,0,0,37875,37234,45665,106935,25305,39785,1587,1694,1561,1474,869,1514,0
133928,2,1,1,30,0,0,0,0,0,0,27234,28774,26276,26847,21713,25163,1389,12000,915,788,791,860,0
130000,2,2,1,52,0,0,2,0,0,0,48533,51562,47928,45456,42704,52551,9178,0,1500,0,2943,153,0
80000,1,1,2,27,-1,3,2,2,2,0,2127,1948,1770,3104,24143,2844,0,0,1400,10,57,816,0
200000,2,2,2,39,-2,-2,-2,-2,-2,-2,2880,313,0,0,2894,210,0,0,0,6058,210,2595,0
90000,2,2,2,30,-1,-1,0,0,0,0,3343,28772,3909,3506,4128,9941,11056,3916,3506,1224,1508,3438,0
23697,1,2,2,41,0,0,0,0,0,0,10478,28748,12207,18074,16399,32454,1193,1207,1336,2399,5292,0,0
120000,1,1,1,37,-1,-1,-1,-1,-1,-1,32050,3872,52150,2740,5811,802,3872,43736,2740,6011,802,0,0
215294,2,2,1,35,-1,-1,2,2,2,2,2837,11837,9754,24007,22299,31576,9179,0,20000,0,10000,0,0
77440,1,1,1,46,2,2,2,2,2,2,40509,40551,42592,43296,43892,43060,1000,2047,1700,1600,0,3500,0
240000,2,1,1,30,-1,0,0,0,0,0,30973,32008,32889,33410,34327,34500,1537,1418,939,1220,867,0,0
110000,2,1,1,37,2,2,2,2,2,2,600,325,600,600,600,10145,2,4,0,0,37,0,1
520000,2,1,2,39,0,0,0,0,0,0,57536,126826,43973,106493,57911,32515,5000,7000,5000,5004,5000,5000,0
20000,1,3,2,23,0,0,0,0,0,0,19812,20388,19145,20124,20127,20150,2085,2047,1309,702,965,1000,0
350000,2,1,2,30,0,0,0,0,0,0,42518,31386,24540,22187,12900,11807,1740,1000,452,437,2000,517,0
20000,2,2,2,24,0,0,0,2,0,0,18625,17859,20567,19928,18711,19408,1500,3000,0,1000,1000,1500,0
100000,2,3,2,58,0,0,0,0,0,0,43386,44686,45634,106933,25304,51404,2000,2000,7499,2000,5000,5247,0
50000,1,3,2,52,0,0,0,0,0,0,44681,45736,46658,44441,18559,17781,2100,2047,2013,455,869,1112,0
230000,1,2,2,38,2,2,2,2,2,0,177917,181465,185074,187053,159540,123693,8000,8000,7397,0,7000,6500,0
310000,2,1,2,30,0,0,0,0,0,0,27283,28286,29427,29548,25304,30532,1459,2052,1607,898,1000,918,0
60000,2,3,1,45,-1,-1,-1,-1,-1,-1,1876,1876,1876,6573,1345,2309,1876,1998,1876,1221,1876,1876,1
80000,1,1,2,24,0,0,0,0,0,0,77225,75429,99211,106935,47582,48039,3649,2075,1340,1221,1824,1908,0
30000,2,2,1,36,0,0,2,0,0,0,17891,31402,30047,30537,1117,29831,5500,0,3000,998,3000,3000,0
200000,2,3,1,36,0,0,0,0,0,0,167385,171476,175956,171340,177236,181978,8000,8045,8000,6011,7000,18000,0
20000,1,2,1,43,0,0,0,2,2,-2,18706,17483,19509,18070,0,0,1275,3081,0,0,0,0,1
230000,2,1,1,53,-1,-1,-2,-2,-2,-2,2850,313,12,347,0,0,2,2,0,1,0,0,0
200000,2,3,1,29,0,0,0,0,0,0,203621,203424,236105,195609,131981,131294,7464,7889,6600,4602,4900,4723,0
500000,1,1,1,36,-1,-1,-1,0,0,0,396,1043,19230,116696,194483,195454,2094,19230,100062,94503,13111,40000,0
180000,2,2,2,30,0,0,0,0,0,0,14445,15404,16390,25184,22902,15373,2085,7384,7501,10902,3500,5493,0
235403,1,1,2,35,1,2,2,0,2,0,149124,145333,148332,160810,155683,158771,0,7480,16502,0,5847,4720,1
90000,2,2,2,30,0,0,0,0,2,2,33035,28778,36133,38240,37325,39725,2086,2500,3000,4056,3000,2000,1
380000,2,2,1,46,1,-2,-1,-1,-1,-1,142,0,224,22994,0,2062,2382,224,4034,0,2062,0,0
105543,2,1,1,45,0,0,0,0,0,0,77402,78997,79821,79308,67107,50266,2085,3600,10002,1754,1765,3795,0
